	z_a	z_e	a	e	a_logits	e_logits	e_in
1656	[-0.37748226523399353, -0.7869796752929688, -0.8482385277748108, -0.9663498401641846, -1.1641589403152466, 0.3592761158943176, -0.7505940198898315, -1.0076833963394165]	[1.017697811126709, 2.2792797088623047, 1.3113725185394287, -0.9838060736656189, -0.1748793125152588, 2.4386115074157715, 2.3351221084594727, 0.7783398628234863, -2.021411895751953, -2.143627166748047, -1.8735947608947754, 2.1773242950439453, -1.3409900665283203, -0.14265918731689453, -0.07664638757705688, 0.8530017137527466]	4.0	0.0	[-0.9781204462051392, 0.32170242071151733, -0.1625148504972458, -0.0016975363250821829, 0.8189528584480286, 0.061803657561540604, 0.5204763412475586, -0.6434319019317627]	[0.9428624510765076, -0.33360952138900757, -0.3871641755104065, 0.47412875294685364, -0.985136091709137, -0.5020837783813477, -0.7126918435096741, -0.6626505851745605, -0.6184338331222534, -0.6355664134025574, -0.6016839146614075]	0
1657	[0.17613312602043152, -0.6793648600578308, -0.023898810148239136, 0.7738546133041382, -0.4716890752315521, 0.1212952733039856, 1.0706650018692017, -0.7735766172409058]	[-1.353952169418335, 0.6054080128669739, 0.9859764575958252, -1.5722508430480957, 2.0460517406463623, 0.8582751154899597, 0.7164174318313599, -1.1338659524917603, -2.311150550842285, -1.2715078592300415, -0.21762984991073608, -2.1276590824127197, -0.6949565410614014, 0.5925772190093994, 0.3250458538532257, 0.2944214344024658]	6.0	3.0	[-0.4315408766269684, -1.4912711381912231, -0.716404914855957, -0.6175847053527832, -0.8009824156761169, -0.6790778636932373, 0.4686203598976135, -1.004412055015564]	[-0.04314228519797325, -0.6735983490943909, -0.6970100402832031, 1.164525032043457, -0.3959736227989197, -1.0053465366363525, -0.8197380900382996, -1.3373113870620728, -1.2542908191680908, -1.3878278732299805, -1.3290345668792725]	3
1658	[-0.19842371344566345, 0.526366651058197, -0.38136017322540283, -0.3357803523540497, -1.9083843231201172, 0.1836463212966919, 0.5307689905166626, -0.14131492376327515]	[-1.18377685546875, -0.18123948574066162, -1.1120190620422363, 0.2267102152109146, -0.7858664393424988, 2.0317862033843994, -3.460812568664551, 0.24718858301639557, -1.3353122472763062, -0.7720205783843994, -3.547884464263916, 0.8012028932571411, 0.6012609004974365, -3.2113308906555176, -1.3823071718215942, -0.5272168517112732]	2.0	2.0	[-0.005033127497881651, -0.712169349193573, 0.1415025144815445, -1.7453631162643433, 0.13480144739151, -1.0322966575622559, 0.11535974591970444, -1.9195951223373413]	[0.48616868257522583, -0.017690498381853104, 2.150099754333496, -0.7489211559295654, -0.19674500823020935, -0.47316157817840576, 0.6928529143333435, 1.1164289712905884, 0.7182828187942505, 0.47987082600593567, 0.6356884241104126]	0
1659	[-0.1881999969482422, 0.8076117038726807, -0.17717799544334412, -0.5158489942550659, -0.5557080507278442, 1.2063801288604736, 0.8642079830169678, 0.18660679459571838]	[-0.28318119049072266, 2.745490550994873, 1.0374610424041748, 0.09658434242010117, -0.6537221074104309, 1.3089977502822876, -0.5918827056884766, 0.528976321220398, -3.1227874755859375, 0.15225443243980408, -1.60850191116333, -2.148336172103882, -0.12021315097808838, -4.589471817016602, -2.999213695526123, 0.8027874231338501]	0.0	7.0	[0.8797035217285156, -0.6932174563407898, 0.3345378339290619, -1.88865065574646, -0.5116738080978394, -0.33695748448371887, -0.17290087044239044, -1.1555689573287964]	[-0.9882588982582092, 1.8527820110321045, 2.092804431915283, -0.043344736099243164, -0.569459080696106, 1.8978729248046875, 1.0242489576339722, 2.503978967666626, 2.298830509185791, 1.9306252002716064, 2.0497140884399414]	1
1660	[-0.26047247648239136, -0.43244773149490356, -0.8436341881752014, 0.07215020805597305, -0.1834287792444229, 0.16991165280342102, 1.1881608963012695, -1.790994644165039]	[-1.7670071125030518, -0.10099303722381592, 0.5495988726615906, 0.11869320273399353, 0.05654948949813843, 1.2230799198150635, 0.5336745381355286, 0.7649526000022888, 2.0670723915100098, -0.4769100546836853, -0.1399598866701126, 1.2593233585357666, -0.1839277744293213, -0.1116674542427063, 0.4716504216194153, -0.3239245116710663]	5.0	0.0	[-1.6915464401245117, -1.3407484292984009, -1.1884441375732422, -0.38272443413734436, -0.8749417662620544, 1.3156342506408691, -0.15715967118740082, -0.932831346988678]	[2.211601734161377, -0.8791816234588623, -0.8235461115837097, -0.4081447720527649, -1.1054387092590332, -0.7225950956344604, -0.18894310295581818, -1.3260408639907837, -1.185961127281189, -1.4069156646728516, -1.2062158584594727]	0
1661	[-0.5027028322219849, 0.2494828701019287, -0.1660737246274948, -0.1309930980205536, -0.7688530683517456, -0.10057467222213745, -1.5786690711975098, -0.9219764471054077]	[-2.2506985664367676, 0.10259336233139038, 0.40462958812713623, -0.9019703269004822, -0.15853649377822876, 1.4607977867126465, -0.41178223490715027, 1.5917243957519531, 0.08843857049942017, 1.4853365421295166, 0.09069448709487915, 1.2947646379470825, 0.3238147497177124, -0.8353490829467773, -0.04647168517112732, -0.46918970346450806]	5.0	4.0	[-0.25613853335380554, 0.45514345169067383, 0.43765246868133545, 0.3285166919231415, 0.3240261673927307, 0.9166354537010193, -0.003985209856182337, -0.5299069285392761]	[-0.8764442801475525, 0.2764459252357483, 0.0052597401663661, -0.40108364820480347, 1.5998377799987793, 0.24313236773014069, 0.6866099834442139, -0.15802641212940216, 0.22284652292728424, 0.5553125143051147, 0.6280543208122253]	6
1662	[-1.1419618129730225, 1.1267226934432983, 0.7901291847229004, -0.515487015247345, -0.4131848216056824, 0.9216394424438477, 0.10327628254890442, 0.479815274477005]	[-1.4937232732772827, 3.693695545196533, -0.7664454579353333, -0.4272580146789551, 0.08226889371871948, 1.6366924047470093, -2.5605309009552, 0.8687198758125305, -3.8760688304901123, 0.16200728714466095, -1.5743426084518433, -0.11048907041549683, -1.7103488445281982, -2.409402847290039, -2.8813610076904297, -0.0863121747970581]	0.0	4.0	[1.5134515762329102, -0.2432340383529663, 0.923439621925354, -1.2789350748062134, -0.8316745162010193, -0.31368350982666016, -1.0748686790466309, -0.7245161533355713]	[0.4876907169818878, -0.2616276443004608, 0.06842979788780212, -0.769690215587616, 0.8221865892410278, -0.5516831278800964, -0.864956796169281, -0.12177157402038574, -0.29449790716171265, -0.29780691862106323, -0.24590905010700226]	0
1663	[-1.4614168405532837, -1.2122745513916016, -1.0309207439422607, 0.6798535585403442, 1.4767507314682007, -0.16700562834739685, 2.4554283618927, -0.5985829830169678]	[0.49233150482177734, -2.733710289001465, -1.4359021186828613, -2.2877354621887207, 1.6289582252502441, -1.9099359512329102, 1.5614142417907715, 1.7362977266311646, 3.8103296756744385, -1.204688549041748, 4.235390663146973, -0.012694060802459717, 0.7738829851150513, 1.5852899551391602, 1.278862714767456, -0.5032960772514343]	7.0	0.0	[-1.3057690858840942, -1.7028555870056152, -2.286585807800293, -0.5227921605110168, -1.9476408958435059, -0.1497707962989807, -1.429442048072815, 1.0632706880569458]	[1.8469868898391724, -0.4761538505554199, -0.41925933957099915, -0.3766740560531616, -0.8940317034721375, -0.3698292076587677, -0.3472721576690674, -0.37394994497299194, -0.6705403923988342, -0.567218542098999, -0.5967711210250854]	0
1664	[0.39115262031555176, 0.6538605093955994, 1.016232967376709, -0.5364678502082825, -0.9374663829803467, 0.5494205951690674, -1.9942747354507446, -0.2513721287250519]	[-1.897123098373413, 0.5383473634719849, 1.3218408823013306, -0.014532715082168579, -1.7205111980438232, 0.822693943977356, 0.06745988130569458, 0.615333616733551, -2.234867572784424, -2.192955255508423, 0.8487417697906494, -0.5923693180084229, -0.9786726236343384, -2.5049872398376465, -1.9399831295013428, 2.9799575805664062]	2.0	4.0	[1.3043819665908813, 0.6918191909790039, 1.5711613893508911, 0.1243664100766182, 0.7315990328788757, 0.14959101378917694, 0.5802168846130371, -1.0866717100143433]	[-0.6070157289505005, 0.17838707566261292, -0.2683594524860382, -1.0368226766586304, 2.1391003131866455, 0.14782264828681946, -0.049429360777139664, -0.10494446009397507, 0.045370038598775864, -0.016710864380002022, 0.07580462843179703]	0
1665	[-1.348567247390747, 1.2788598537445068, 0.7093460559844971, -0.36754143238067627, 0.521928071975708, 0.7324358820915222, 0.5454647541046143, 0.29530856013298035]	[-0.7715409398078918, 3.8485989570617676, 1.6792263984680176, 0.5890908241271973, 1.8227531909942627, 1.8374741077423096, -0.1607046127319336, -0.416178822517395, -3.627464771270752, -0.6891281604766846, -1.1457072496414185, -0.19440580904483795, -2.8294267654418945, -2.2597241401672363, -2.13946270942688, 0.9207415580749512]	0.0	4.0	[1.2864025831222534, -0.4691532552242279, 0.48037344217300415, -1.1020708084106445, -1.3903241157531738, 0.47768908739089966, -1.7609344720840454, -0.19221636652946472]	[-0.6615139842033386, -0.30450084805488586, -0.6689786911010742, -0.8792797923088074, 2.3893182277679443, -0.7797402143478394, -0.31248340010643005, -0.5499510169029236, -0.5514590740203857, -0.7222439646720886, -0.5712338089942932]	4
1666	[0.8836570978164673, -0.44214653968811035, -0.14944836497306824, -0.42297035455703735, -0.6467584371566772, -0.2248055636882782, 0.6301203966140747, -0.7367146015167236]	[0.26726624369621277, 0.9294257164001465, 1.5233774185180664, 0.3008381128311157, 0.7156932950019836, 1.712742567062378, -0.8122697472572327, 0.4529457688331604, -0.6941686868667603, -1.0274021625518799, 0.34497514367103577, -1.0803196430206299, 1.146688461303711, -0.9775358438491821, 0.656169056892395, 1.0607566833496094]	6.0	2.0	[-0.5446649789810181, -0.8006711006164551, -0.5307207703590393, -0.5362706780433655, 0.4244062304496765, -0.599370002746582, 0.46601933240890503, -1.274068832397461]	[-0.0584336593747139, 0.041253216564655304, 3.072733163833618, -0.6243756413459778, -0.7154938578605652, 0.06818871945142746, 1.009037733078003, 1.2474099397659302, 1.081437349319458, 1.084091305732727, 1.0939292907714844]	2
1667	[0.46551313996315, -1.6074330806732178, -0.4904639422893524, 0.6128876209259033, 0.0007255338132381439, -0.14597481489181519, 0.08805501461029053, -1.2586380243301392]	[1.013296127319336, -0.45100903511047363, -0.6944334506988525, -1.2741258144378662, 0.9303193092346191, -0.24390462040901184, 0.2461564838886261, 2.123210906982422, 1.3735969066619873, -0.08285105228424072, 0.5356627702713013, -0.7916368246078491, 3.079132556915283, 1.2489783763885498, 0.7492575645446777, -0.5770225524902344]	6.0	6.0	[-1.1266698837280273, -0.7856338620185852, -1.0441193580627441, 0.5678581595420837, -0.05673494189977646, -0.23696790635585785, 0.9918456673622131, -0.1518358737230301]	[0.6664912700653076, -0.6545624136924744, 0.45858052372932434, -0.21638670563697815, -1.2060869932174683, 0.8155688643455505, 3.8513643741607666, 2.1516079902648926, 1.2790533304214478, 1.4102617502212524, 1.134398341178894]	6
1668	[-0.2598668932914734, -0.7791950702667236, -0.7738112211227417, 1.0664256811141968, 0.1413785219192505, -0.012264727614820004, -1.6894768476486206, -0.7126613855361938]	[0.3249388039112091, -1.5222523212432861, -1.24233078956604, -0.8919792175292969, -0.3830319046974182, -1.374510645866394, -0.5206025242805481, 0.21498972177505493, 1.8064852952957153, -0.7309075593948364, -1.0943886041641235, 0.024447143077850342, 1.841275691986084, 0.772987961769104, -0.15058261156082153, 0.39929676055908203]	6.0	5.0	[-0.2606574296951294, 0.3497084379196167, -0.18278583884239197, 0.742640495300293, 0.0663408637046814, 0.3952411413192749, 0.806668758392334, 0.6900529265403748]	[-0.4091775119304657, 0.2744762897491455, -0.17539715766906738, -0.4622998833656311, 0.47743868827819824, 3.019587993621826, 1.3530170917510986, 1.2123044729232788, 1.0704104900360107, 0.7472023367881775, 1.492437481880188]	2
1669	[-0.11904889345169067, 1.418768286705017, 0.8279557228088379, -1.5679211616516113, -0.448309063911438, 0.7938411235809326, -2.1225790977478027, 0.11799156665802002]	[-1.0598152875900269, 2.9681458473205566, 0.1072339415550232, -0.7420989274978638, 0.9158157110214233, 2.195265769958496, -0.3539170026779175, 1.370149850845337, -2.6347315311431885, -0.8021035194396973, -2.2140135765075684, 1.0217622518539429, -0.8553053140640259, -3.8770666122436523, -1.7209274768829346, 0.042447566986083984]	2.0	0.0	[1.6545449495315552, 1.3448381423950195, 1.8395018577575684, -0.1694299727678299, 0.896538496017456, 0.8372169733047485, -0.4057656228542328, -0.6589325070381165]	[2.116960048675537, -0.379956990480423, -0.4484420418739319, -0.5635092258453369, -1.1035983562469482, -0.596859335899353, -0.24014803767204285, -0.7449679374694824, -0.6356871724128723, -0.8130766749382019, -0.6391660571098328]	0
1670	[-0.7191727757453918, -1.6624735593795776, -1.236880898475647, 0.4056349992752075, 1.8016350269317627, -0.5890839099884033, -0.6200516819953918, -0.7572689056396484]	[0.7498111724853516, -2.260403871536255, -1.1035106182098389, -0.1733764111995697, 2.176312208175659, -1.763702154159546, 1.1322075128555298, 1.5567009449005127, 5.250072002410889, -2.3470818996429443, 0.2782161235809326, 1.440975308418274, 0.305631160736084, 3.6084039211273193, 0.2592957019805908, -1.4347397089004517]	7.0	0.0	[-1.1554845571517944, 0.3014780580997467, -1.5468302965164185, 1.3251982927322388, -0.13356873393058777, 0.5349770188331604, -0.4039567708969116, 2.1790173053741455]	[1.0118252038955688, -0.6606075167655945, -0.6504664421081543, -0.3630996644496918, 0.0010360744781792164, -0.9664596319198608, -1.0382665395736694, -0.9694751501083374, -0.9539651274681091, -0.9525457620620728, -1.0449892282485962]	1
1671	[-1.6986417770385742, 1.819015622138977, 1.5130579471588135, 0.7709516882896423, -0.08613017201423645, -0.04791560769081116, 0.5463520288467407, 0.9120534658432007]	[-1.3177986145019531, 1.130224347114563, -0.8488656282424927, -1.568149447441101, 0.06660328805446625, 0.2442651242017746, -0.8539068102836609, -0.8722653985023499, -3.2735824584960938, 0.800679087638855, 0.037756502628326416, -0.4718744456768036, -2.411076068878174, -2.2968170642852783, -0.934873104095459, 0.9858262538909912]	0.0	0.0	[2.0050768852233887, -0.9291126728057861, 0.8175021409988403, -1.4377106428146362, -1.927716851234436, -0.6543878316879272, -2.1062560081481934, -0.6285320520401001]	[1.105681300163269, -0.01105024665594101, 0.46445614099502563, -0.6257359981536865, -0.27492690086364746, -0.21558815240859985, 1.0271638631820679, 0.044543344527482986, 0.31041207909584045, 0.3030260503292084, 0.5526303648948669]	4
1672	[0.7701824903488159, -0.8346030116081238, -0.919866681098938, 0.3460566997528076, -1.0099252462387085, 0.2981702387332916, -1.6939725875854492, -0.4151710867881775]	[0.7363576292991638, -0.7556691765785217, 1.12479567527771, -1.8093185424804688, -1.4933534860610962, -0.5484945178031921, -0.3612857460975647, -0.5601247549057007, 0.9881787300109863, -0.4266057014465332, -0.07137170433998108, 0.8989753127098083, 0.9451717138290405, 0.7297782897949219, 1.635915994644165, 1.8548357486724854]	6.0	0.0	[-0.028046375140547752, 0.5002874732017517, 0.21515174210071564, 0.035501766949892044, 1.196811318397522, -0.7170488238334656, 1.8719621896743774, -0.3733612895011902]	[1.8358500003814697, -0.4688260555267334, -0.4291785657405853, -0.7222941517829895, -0.6897820234298706, -0.8076375126838684, -0.41958317160606384, -0.8967519402503967, -0.7002379894256592, -0.795204758644104, -0.7918692231178284]	0
1673	[-0.22100046277046204, -0.1127244234085083, -0.2808350622653961, -0.7201944589614868, -0.8501366376876831, -0.22015830874443054, -0.8326565027236938, -1.2456440925598145]	[1.2699106931686401, 0.2714400291442871, 1.6453781127929688, -1.6700953245162964, -1.1070424318313599, 0.5727142095565796, 0.11646658927202225, -0.12699171900749207, 1.3491489887237549, -0.605991005897522, -0.5945486426353455, 1.4275866746902466, 1.021787405014038, 1.6208378076553345, 0.5450611114501953, 1.1706933975219727]	5.0	0.0	[-0.8907122611999512, 0.1505432277917862, -0.033531028777360916, 0.2670654356479645, 0.5277863144874573, 0.8215798139572144, -0.05187502130866051, -0.8631999492645264]	[1.239323377609253, -0.4687447249889374, -0.39803269505500793, 0.09922811388969421, -0.2253522276878357, -1.1542836427688599, -0.635378897190094, -0.22089950740337372, -0.8160231113433838, -0.6372700929641724, -0.8056198358535767]	3
1674	[-0.467434823513031, 2.3970537185668945, 0.38526007533073425, -1.2609765529632568, -0.8349369764328003, 0.5641682147979736, -3.0165627002716064, 0.4041318893432617]	[0.1122063398361206, 5.004335880279541, 1.449378490447998, 1.7068119049072266, -0.9769320487976074, 1.5384385585784912, -1.0603135824203491, 0.7301331162452698, -3.7284774780273438, 0.4387243390083313, -2.3110084533691406, 0.643313467502594, -2.5932230949401855, -4.095497131347656, -1.832513689994812, 1.6729449033737183]	2.0	0.0	[1.9551453590393066, 1.88058340549469, 2.318908929824829, -0.5312973856925964, 1.0766807794570923, 1.302070140838623, -0.62834632396698, -0.6820381879806519]	[1.5400676727294922, -0.4567451477050781, -0.9281362891197205, -0.6381081938743591, -0.13460314273834229, -0.775524377822876, -0.763496458530426, -1.1866145133972168, -1.1825754642486572, -1.1622904539108276, -1.0479297637939453]	1
1675	[0.7168956995010376, -0.3862779140472412, -0.37680718302726746, 0.4434319734573364, -1.0910365581512451, 0.5721810460090637, -1.9786336421966553, -0.9480329155921936]	[-0.8443637490272522, 1.5746296644210815, 1.039505124092102, 0.8462046384811401, -1.049660325050354, 1.8375239372253418, -1.7154035568237305, -0.47202515602111816, -1.1077024936676025, 0.31237536668777466, 0.18874287605285645, -0.4685869812965393, -1.3985974788665771, -0.7503324151039124, -0.26965898275375366, 0.5658444166183472]	6.0	0.0	[0.05332026258111, 0.38122573494911194, 0.6650915741920471, 0.30681249499320984, 0.7912757992744446, 0.32636016607284546, 1.8105436563491821, -0.8206486701965332]	[1.432831048965454, -0.5953445434570312, -0.8694733381271362, -0.5456560850143433, 0.021083960309624672, -0.9192313551902771, -0.4886089563369751, -0.7319140434265137, -0.838618278503418, -0.8345747590065002, -0.83751380443573]	3
1676	[1.2965960502624512, -1.0399343967437744, -0.6395060420036316, -0.005772233009338379, -1.5010693073272705, -0.08511382341384888, -1.4770698547363281, -0.648060142993927]	[-1.7513279914855957, -0.13947856426239014, -0.0852498784661293, 0.1423223316669464, -0.1672048419713974, 1.7538838386535645, 0.432223916053772, 0.43454042077064514, -0.8373687267303467, -1.3105640411376953, -0.07335168123245239, 0.3657899498939514, 0.6150001883506775, -0.01088327169418335, -1.7055742740631104, 0.0371762216091156]	6.0	1.0	[-0.35809263586997986, 0.32050129771232605, 0.1349177360534668, 0.12403939664363861, 1.6468791961669922, -1.1117854118347168, 2.086871862411499, -1.0261671543121338]	[-0.7320846319198608, 1.6191195249557495, -0.305433452129364, -0.9538237452507019, 1.1776714324951172, 0.15049254894256592, -0.14613781869411469, 0.02085329405963421, 0.5884203314781189, 0.5886542201042175, 0.5849292278289795]	1
1677	[0.004123687744140625, 0.2796790897846222, -0.6985262036323547, -1.0601098537445068, -0.8404538035392761, 0.43661606311798096, -1.297495722770691, -1.9407477378845215]	[0.1621132642030716, 1.2335106134414673, 1.1525373458862305, -1.0156662464141846, 0.3836209177970886, -0.7967024445533752, -1.7930915355682373, 0.2907291054725647, -0.5787854194641113, -0.2920076847076416, -0.3564932942390442, -0.5923743844032288, -0.2687895894050598, 0.27838534116744995, 1.0111702680587769, 1.2490313053131104]	5.0	0.0	[-1.2001651525497437, 0.41694989800453186, 0.24469077587127686, 0.34903818368911743, 0.6329163908958435, 2.4144108295440674, 0.2848202884197235, -1.1194815635681152]	[1.580023169517517, -0.8586199283599854, -0.380129337310791, -0.09725841134786606, -0.8638708591461182, -0.5067288875579834, -0.05808738246560097, -0.4282941222190857, -0.6793278455734253, -0.7622259259223938, -0.7806736826896667]	0
1678	[-0.7031739950180054, -2.5567102432250977, -1.8096554279327393, 0.5948415398597717, 1.4862959384918213, -0.7957977056503296, -0.2675650715827942, -0.5663340091705322]	[1.2534512281417847, -1.3336447477340698, -1.3429169654846191, -0.3507485091686249, 3.7107057571411133, -1.6030139923095703, 0.508484959602356, -0.26376235485076904, 3.4555065631866455, -3.6610121726989746, 3.3027844429016113, 0.7058648467063904, 0.432332307100296, 3.1331143379211426, 2.532661199569702, -0.43917953968048096]	7.0	0.0	[-1.6215325593948364, 0.15889136493206024, -2.1339094638824463, 1.202748417854309, 0.16017277538776398, -0.648829460144043, 0.075019471347332, 2.383436679840088]	[2.0247082710266113, -0.22367462515830994, -0.4769328236579895, -0.4126070439815521, -1.0832738876342773, -0.31020137667655945, -0.013168856501579285, -0.21439479291439056, -0.3392483592033386, -0.14045847952365875, -0.24108877778053284]	5
1679	[-0.12088891863822937, -0.17991431057453156, -0.17476052045822144, -0.24592602252960205, -1.4051998853683472, 0.7831288576126099, 0.26326489448547363, -0.914016842842102]	[1.0015970468521118, 1.272939682006836, -0.1808965504169464, -0.224863201379776, 1.2085871696472168, 1.8312885761260986, 0.6587125062942505, 0.8223555684089661, -1.9374418258666992, 0.13308298587799072, -1.170157551765442, -0.4601140320301056, 0.34503141045570374, -2.855532169342041, -0.26567542552948, 0.2859427332878113]	6.0	6.0	[-0.3468109965324402, -0.7528412938117981, 0.08750628679990768, -0.8462886214256287, -0.17398440837860107, -0.12153126299381256, 0.6088239550590515, -1.5906620025634766]	[-0.6021454334259033, -0.28524163365364075, 1.4240068197250366, -0.07292590290307999, 0.6059585809707642, 0.306838721036911, 2.351280450820923, 2.0330045223236084, 1.3296843767166138, 1.0732553005218506, 1.4553152322769165]	0
1680	[0.020676106214523315, -0.07719612121582031, 0.6878999471664429, -0.10364687442779541, -0.34961187839508057, -0.017640840262174606, -0.508699893951416, -0.7355129718780518]	[0.9408616423606873, -0.9277615547180176, -1.2911183834075928, -1.5882949829101562, 1.860929012298584, -1.4241366386413574, 0.8222674131393433, 0.7853924036026001, 1.566988229751587, -1.66106379032135, -0.07366538047790527, -0.18763050436973572, 2.6189751625061035, -0.001133561134338379, 2.3392598628997803, -0.06712284684181213]	2.0	2.0	[0.15068301558494568, -0.2966979444026947, 0.2547900676727295, 0.23210686445236206, -0.09945656359195709, 0.1380957067012787, -0.013663207180798054, -0.7595967650413513]	[-0.6236289739608765, 0.973114550113678, 3.2175958156585693, -0.5822972059249878, -0.50641268491745, 0.9350746273994446, 2.594332456588745, 2.6232404708862305, 2.086381196975708, 2.305244207382202, 2.330503225326538]	0
1681	[1.0628474950790405, -0.5405707955360413, -0.8276882171630859, -0.2989419996738434, -1.48707115650177, 0.5238710641860962, 0.313021719455719, -1.4034879207611084]	[-0.5756668448448181, 1.3695878982543945, -0.21521025896072388, -1.3759483098983765, 1.4646284580230713, 0.661008894443512, -0.29430413246154785, -0.017128847539424896, -1.488141655921936, -0.5155080556869507, -0.2269705832004547, 1.682690143585205, -0.3505907654762268, -0.6561267375946045, 0.5583374500274658, -0.825856626033783]	6.0	0.0	[-1.0746006965637207, -0.8356706500053406, -0.36173170804977417, -0.7578085660934448, 0.5605311393737793, 0.07938677072525024, 1.4959690570831299, -1.9269130229949951]	[1.073789119720459, 0.09681403636932373, -0.6741687059402466, -0.5051062703132629, -0.30708497762680054, -0.11746031790971756, 0.3004390597343445, 0.024266088381409645, -0.02380514144897461, -0.33507031202316284, -0.134444922208786]	0
1682	[-0.2842981219291687, -1.537829875946045, -1.0969501733779907, 0.6566311717033386, 1.293645977973938, -1.0067492723464966, -1.5978922843933105, -0.16808736324310303]	[1.3278748989105225, -2.268148183822632, -2.62518572807312, 0.009529948234558105, 0.18498611450195312, -4.127920150756836, -1.5981136560440063, 0.7215304970741272, 4.595388889312744, -0.1511591672897339, 2.7363009452819824, 0.07272475957870483, 0.17515182495117188, 3.5456349849700928, 2.585484266281128, -3.084245443344116]	7.0	3.0	[-0.5304486155509949, 0.8436559438705444, -1.0319091081619263, 1.3636064529418945, 0.6414685845375061, -0.4108598828315735, 0.12142220139503479, 2.114403247833252]	[0.3743300437927246, -0.11393240094184875, 0.016095342114567757, 0.7153388857841492, -0.4148957431316376, -0.38229650259017944, -0.08935683220624924, -0.006631499156355858, -0.26133882999420166, -0.34595420956611633, -0.44436532258987427]	3
1683	[-1.7317626476287842, 2.2031850814819336, 0.5084646940231323, -0.8569611310958862, -0.2698199152946472, 0.5505791902542114, -1.1026313304901123, 0.7860493063926697]	[-2.104997396469116, 3.2513976097106934, 0.39949899911880493, 1.025024175643921, -2.8087997436523438, 0.6382206082344055, -2.525350570678711, 0.6830187439918518, -4.965036392211914, -0.3355838358402252, -1.058200716972351, 0.7413471937179565, -3.5341882705688477, -1.9079821109771729, -2.3754475116729736, 2.4564104080200195]	0.0	3.0	[1.8442319631576538, 0.7891948223114014, 1.4627238512039185, -1.2021815776824951, -0.44322752952575684, 0.6141972541809082, -1.9183088541030884, -0.25077834725379944]	[-0.7648127675056458, 0.11600027233362198, -0.3670809268951416, 0.8768457770347595, 0.6368739008903503, 0.293833464384079, -0.45360490679740906, -0.4096025824546814, -0.20454341173171997, -0.16431841254234314, -0.2104255110025406]	3
1684	[-1.0304101705551147, -1.8022509813308716, -0.7030047178268433, 0.8730329275131226, 1.3359155654907227, 0.2730919122695923, 1.39970862865448, -0.04905498027801514]	[1.5539685487747192, -2.5103893280029297, -2.0939126014709473, -0.10692200064659119, 1.6799976825714111, -2.432255506515503, 0.12948811054229736, 0.6912120580673218, 4.214783191680908, -1.7262051105499268, 1.6152251958847046, 1.3317052125930786, 0.2823006510734558, 2.306431770324707, 1.944571852684021, -1.8875834941864014]	7.0	1.0	[-0.41459187865257263, -1.102776288986206, -1.6636829376220703, -0.13051143288612366, -1.3479092121124268, -1.2091376781463623, -0.35853642225265503, 1.433616280555725]	[-0.7380915284156799, 3.9071414470672607, 0.17804428935050964, -0.8242348432540894, -0.17629733681678772, -0.06660456955432892, 0.7321741580963135, 1.3884174823760986, 1.3293331861495972, 1.7621341943740845, 1.5368036031723022]	1
1685	[-0.8042650818824768, -0.8986968398094177, -0.603190541267395, 0.8116723895072937, 0.2144915759563446, -0.3692469596862793, -0.6539269685745239, -1.7623118162155151]	[1.3913697004318237, -3.0331292152404785, -1.610086441040039, -1.6147228479385376, 0.17373764514923096, -2.7769269943237305, 0.9973286390304565, 1.574986219406128, 2.646507501602173, -2.5598182678222656, 2.211824417114258, 0.11002445220947266, -1.2737135887145996, 0.7673258781433105, 2.254267692565918, 0.1542401909828186]	5.0	3.0	[-1.5049954652786255, -0.4058619737625122, -0.8794035315513611, 1.052486777305603, -0.6737281084060669, 1.4650181531906128, -0.0734974667429924, 0.27888932824134827]	[-0.9366046190261841, -0.5523466467857361, -0.7992833256721497, 1.8079932928085327, -0.30918219685554504, -0.6692278981208801, -0.5060228705406189, -1.0915447473526, -0.5478861927986145, -0.7364328503608704, -0.5496159791946411]	3
1686	[-0.9966275691986084, 1.110943078994751, 0.4488871395587921, -0.9723526239395142, 0.6982225775718689, -0.30346041917800903, 0.04187658429145813, 0.6754990220069885]	[-0.7602320909500122, 3.4508583545684814, -1.5775926113128662, -0.6497737169265747, 0.782276451587677, 1.3631669282913208, -2.1299221515655518, 2.7448410987854004, -1.1904525756835938, -1.0914331674575806, -1.4868828058242798, -0.8845734596252441, -1.7590454816818237, -2.692767858505249, -0.1504882574081421, -1.1204893589019775]	0.0	0.0	[1.0841864347457886, 0.25112563371658325, 0.22607704997062683, -0.7229133248329163, -0.2714548707008362, -0.12356694787740707, -2.0460002422332764, 0.2886211574077606]	[1.7767006158828735, -0.4594738781452179, -0.3957524299621582, -0.41504809260368347, -0.6487220525741577, -0.4188476800918579, -0.3725382089614868, -0.2883357107639313, -0.4170225262641907, -0.5632953643798828, -0.4513010084629059]	0
