	z_a	z_e	a	e	a_logits	e_logits	e_in
1613	[0.6081965565681458, 0.7355891466140747, 1.2055476903915405, -0.038614481687545776]	[1.3444291353225708, -5.873113632202148, 7.436676979064941, 9.172625541687012, -7.850327491760254, -11.071532249450684, -11.265625953674316, -4.900380611419678]	4.0	4.0	[0.09072501957416534, 0.1763785034418106, 0.1387699991464615, -0.027574358507990837, 0.19800536334514618, 0.14846651256084442, 0.1777113974094391, -0.21450595557689667]	[-0.6474570035934448, -0.25055068731307983, -0.542725145816803, 0.31758520007133484, 1.1897436380386353, 0.2932596206665039, 0.05132457986474037, -0.251871794462204, -0.13750401139259338, -0.3481752872467041, -0.05171101912856102]	0
1614	[0.9682413339614868, 0.6514966487884521, 1.8669462203979492, 0.30654260516166687]	[4.455686569213867, -5.101822376251221, 9.258340835571289, 10.068806648254395, -10.357789993286133, -13.176684379577637, -13.350303649902344, -4.018289089202881]	6.0	3.0	[-0.4866293668746948, -0.0470292866230011, -0.29348501563072205, -0.008070570416748524, 0.15326713025569916, 0.22376462817192078, 0.5149436593055725, -0.3573404848575592]	[-0.9469420909881592, -0.6901251077651978, -1.4335541725158691, 1.8119007349014282, -0.3370581567287445, -0.7759942412376404, -0.27520355582237244, -0.2482459545135498, -0.24802200496196747, -0.17421434819698334, -0.20991499722003937]	6
1615	[1.3465293645858765, 3.782884120941162, 2.287871837615967, 0.19944041967391968]	[3.744295597076416, -2.389309883117676, 7.7316694259643555, 10.64773178100586, -10.923856735229492, -13.727412223815918, -13.130123138427734, -3.686121702194214]	4.0	0.0	[-0.017731240019202232, 1.5243364572525024, 0.7778937220573425, 1.7323331832885742, 2.0062015056610107, 1.9597313404083252, 1.7900084257125854, 0.6235446929931641]	[0.09080415219068527, -0.060334812849760056, -0.2808883786201477, -0.3709474802017212, -0.3160417973995209, -0.7813244462013245, -0.2780574858188629, -0.6202229857444763, -0.629593014717102, -0.471760094165802, -0.8106130957603455]	2
1616	[0.7358930110931396, 1.653289556503296, 2.2705860137939453, 0.6629613637924194]	[3.852569103240967, -5.650742053985596, 8.999702453613281, 9.027416229248047, -10.313300132751465, -11.474688529968262, -12.305473327636719, -2.4825122356414795]	5.0	0.0	[-0.2863942086696625, 0.5606687068939209, 0.08619630336761475, 0.6527417898178101, 0.71176677942276, 1.1223580837249756, 0.740470826625824, 0.26319557428359985]	[1.3208593130111694, -0.3841196298599243, -0.2847128212451935, -0.450613409280777, -0.28680720925331116, -0.30112534761428833, 0.4276796579360962, -0.03381718322634697, -0.08057621121406555, -0.1286856234073639, -0.05827590823173523]	0
1617	[0.8922067284584045, 2.560473918914795, 2.2385334968566895, -0.5832701921463013]	[4.556120872497559, -5.450749397277832, 6.614634990692139, 7.758211612701416, -9.51672077178955, -11.58415699005127, -12.75493049621582, -2.714763641357422]	5.0	4.0	[0.3664403557777405, 1.4505563974380493, 0.9985462427139282, 0.801639199256897, 1.5275707244873047, 1.6124982833862305, 1.0446937084197998, -0.07213911414146423]	[-0.14002346992492676, -0.9713218808174133, 1.0626128911972046, -0.3837912082672119, 2.1717355251312256, 0.2264980524778366, 0.6337498426437378, 0.6169392466545105, 0.5159282088279724, 0.565693199634552, 0.5498970150947571]	4
1618	[1.1787545680999756, 3.9205331802368164, 1.8074007034301758, 0.3448127508163452]	[2.6923506259918213, -2.9453117847442627, 7.7843122482299805, 10.104498863220215, -10.315361976623535, -10.167454719543457, -12.484943389892578, -4.0276689529418945]	4.0	1.0	[0.17885512113571167, 1.5111881494522095, 0.8526901006698608, 1.880108118057251, 1.9767675399780273, 1.8538448810577393, 1.6581525802612305, 0.922051191329956]	[-0.8803088068962097, 1.0327377319335938, -0.8240082263946533, -0.5013946294784546, 0.2894522547721863, -0.46553993225097656, -0.6322070956230164, -0.6006988286972046, -0.7949629426002502, -0.4602537453174591, -0.7101236581802368]	6
1619	[-1.2552520036697388, -1.1878514289855957, -1.8976757526397705, 0.5068545341491699]	[2.541599750518799, -8.337841033935547, 7.642093658447266, 11.799530982971191, -8.250349044799805, -9.828067779541016, -12.249550819396973, -4.543172836303711]	0.0	10.0	[1.4129239320755005, -0.7773696184158325, 0.2191183865070343, -0.8006711602210999, -1.4450128078460693, -1.5582695007324219, -2.101260185241699, 0.7013056874275208]	[0.41442352533340454, 0.7469533085823059, 0.8928500413894653, 0.6619583368301392, 0.3242034316062927, 0.9179385900497437, 0.989307701587677, 0.6533058285713196, 0.7212792038917542, 0.7018442153930664, 1.0170758962631226]	3
1620	[-0.3679204285144806, 1.60764479637146, 0.9311899542808533, -0.5029869675636292]	[1.816800832748413, -5.055907726287842, 7.655407428741455, 10.08804702758789, -9.394401550292969, -9.75466537475586, -11.942155838012695, -3.6729321479797363]	2.0	4.0	[1.3164139986038208, 1.3026964664459229, 1.3679028749465942, 0.3511583209037781, 0.8187559843063354, 1.127664566040039, -0.2970900237560272, 0.38826534152030945]	[-1.324308156967163, 1.1169801950454712, -0.5028507709503174, 0.33428671956062317, 1.6459848880767822, 0.5460280179977417, 0.5724645256996155, 0.817821204662323, 0.6491773128509521, 0.9744217395782471, 0.7963972687721252]	4
1621	[0.3293001651763916, 0.10875296592712402, 2.1247479915618896, -0.7975097894668579]	[4.458727836608887, -4.132090091705322, 7.96951961517334, 6.970325469970703, -8.724258422851562, -9.301084518432617, -12.43215560913086, -1.685818076133728]	5.0	4.0	[0.2896061837673187, 0.5462822914123535, 0.4991154074668884, -0.66034334897995, 0.2029978334903717, 0.5708503127098083, -0.12657314538955688, -0.9177356362342834]	[-1.2811143398284912, -0.5523287653923035, -0.5159938335418701, 0.6631267666816711, 2.5259761810302734, 0.960619330406189, 0.7518202662467957, 0.3173677623271942, 0.7227892875671387, 0.6334616541862488, 0.7305729985237122]	1
1622	[0.8455838561058044, 1.6860289573669434, 1.4796375036239624, 0.6407414078712463]	[3.6817502975463867, -5.283559799194336, 6.1774373054504395, 10.142863273620605, -10.21470832824707, -11.002013206481934, -14.464228630065918, -2.6236605644226074]	6.0	4.0	[-0.1961008906364441, 0.32842203974723816, 0.013949287123978138, 0.7054055333137512, 0.5979917049407959, 0.6203667521476746, 0.714445948600769, 0.3689083755016327]	[0.43581056594848633, -1.3045933246612549, -0.7121880650520325, 0.0908488854765892, 0.4454800486564636, -0.8932496905326843, -0.18824733793735504, -0.3443247973918915, -0.4479679465293884, -0.25441843271255493, -0.35645219683647156]	0
1623	[1.4233689308166504, 6.402978897094727, 2.3969719409942627, -0.28122478723526]	[3.820233106613159, -2.5527279376983643, 8.223416328430176, 10.163022994995117, -10.492326736450195, -11.628515243530273, -13.575983047485352, -2.759046792984009]	4.0	4.0	[0.7749732732772827, 3.0739517211914062, 2.0304324626922607, 3.0850937366485596, 3.628265857696533, 3.458080530166626, 2.6326823234558105, 1.394993543624878]	[-1.4349212646484375, -0.6879644393920898, -0.8974502086639404, 0.7805472612380981, 1.0730615854263306, 0.16666631400585175, -0.04733619466423988, -0.392011433839798, -0.19173869490623474, -0.17232204973697662, 0.034350212663412094]	1
1624	[0.289670467376709, 1.849982738494873, 1.6973365545272827, -0.9078875780105591]	[2.904893398284912, -6.979464530944824, 10.288884162902832, 11.11208438873291, -9.001620292663574, -10.4393949508667, -13.783635139465332, -2.3011891841888428]	1.0	3.0	[0.8952369689941406, 1.4167691469192505, 1.266294240951538, 0.3272828757762909, 1.149803638458252, 1.3196523189544678, 0.31390392780303955, -0.16048288345336914]	[-0.05582340061664581, -0.8303118944168091, 0.2668432891368866, 1.8635424375534058, -1.1766217947006226, -0.028130389750003815, 0.9135952591896057, 0.75323086977005, 0.6023461222648621, 0.7298353314399719, 0.7381731867790222]	3
1625	[0.8685305118560791, 1.6144568920135498, 0.8872175812721252, 1.4772100448608398]	[3.6031265258789062, -2.0243003368377686, 7.341630458831787, 8.840974807739258, -9.098041534423828, -10.18378734588623, -13.021635055541992, -4.033408164978027]	3.0	3.0	[-0.474164754152298, -0.21291375160217285, -0.48707669973373413, 0.9448713660240173, 0.24583125114440918, 0.1552131623029709, 0.6778280138969421, 0.8760892748832703]	[-0.5431385636329651, -0.9712257385253906, -1.0459994077682495, 1.6835191249847412, -1.2403733730316162, -0.9518730044364929, -0.6832894086837769, -0.5871362686157227, -0.6150768995285034, -0.4781706929206848, -0.5371232032775879]	3
1626	[1.2167208194732666, 2.7616257667541504, 1.8333510160446167, -0.2573601007461548]	[4.443455696105957, -4.566092014312744, 7.0535149574279785, 6.905514717102051, -8.639689445495605, -10.776429176330566, -13.041951179504395, -1.3476699590682983]	4.0	4.0	[0.10850609093904495, 1.1385349035263062, 0.6809207797050476, 1.0342174768447876, 1.4736946821212769, 1.2584724426269531, 1.2946327924728394, 0.11328548192977905]	[-2.188135862350464, -0.06053366884589195, -1.308775782585144, 0.361346960067749, 2.4640002250671387, 0.7956523895263672, 0.1140233725309372, 0.08475739508867264, 0.24054044485092163, 0.173272967338562, 0.23641642928123474]	4
1627	[1.4498432874679565, -0.9482342004776001, 1.5423563718795776, 0.9938883781433105]	[5.626840591430664, -4.420059680938721, 7.266080379486084, 9.830698013305664, -10.800621032714844, -12.37967586517334, -13.307165145874023, -4.034948348999023]	6.0	0.0	[-1.4948251247406006, -1.516133427619934, -1.6222553253173828, -0.7047645449638367, -1.0090968608856201, -1.2062034606933594, 0.35455018281936646, -0.8090178966522217]	[1.2812880277633667, 0.1410614252090454, 0.1702938824892044, -0.6903020143508911, -2.1951234340667725, -0.9596633911132812, -0.535973846912384, -0.47155070304870605, -0.7219012379646301, -0.7063602805137634, -0.8347859382629395]	0
1628	[-0.5456966757774353, -0.6407155394554138, 0.29249194264411926, -1.079911708831787]	[2.630781412124634, -5.066638946533203, 7.190181255340576, 8.241479873657227, -5.5016021728515625, -11.112079620361328, -11.268670082092285, -1.2283025979995728]	0.0	4.0	[1.2553654909133911, 0.3065871298313141, 0.8692589402198792, -1.076751708984375, -0.4076581299304962, -0.31416237354278564, -1.2355939149856567, -0.630908191204071]	[-1.573683500289917, -0.47032368183135986, 0.4191177487373352, 0.7462533116340637, 2.9536654949188232, 1.312402367591858, 0.9528117179870605, 1.2272727489471436, 1.3800714015960693, 1.2430778741836548, 1.0705095529556274]	4
1629	[1.4674651622772217, 0.3403829336166382, 0.8697827458381653, -0.03240568935871124]	[4.117201805114746, -5.778532028198242, 8.375810623168945, 10.27665901184082, -9.495630264282227, -11.326550483703613, -14.042756080627441, -2.0667762756347656]	6.0	4.0	[-0.6060611605644226, -0.5988986492156982, -0.6009268760681152, -0.2378544956445694, -0.13156241178512573, -0.8040887713432312, 0.6041601896286011, -0.6893048882484436]	[-0.22524435818195343, -0.7740125060081482, 0.23758524656295776, 0.5096479058265686, 1.5368831157684326, -0.14157968759536743, 0.5510221719741821, 0.46005779504776, 0.4794747233390808, 0.4117889106273651, 0.4285324811935425]	0
1630	[-0.08821108937263489, 0.33832383155822754, 0.22631490230560303, 2.4745867252349854]	[5.475671768188477, 1.2048583030700684, 4.850153923034668, 8.79636287689209, -9.540891647338867, -10.780013084411621, -11.179340362548828, -0.3306088447570801]	7.0	3.0	[-0.361786812543869, -0.9159430861473083, -0.9087374806404114, 0.5486024618148804, -0.7874072194099426, -0.4082146883010864, -0.4056852161884308, 1.419270396232605]	[-1.056678295135498, 0.04084797203540802, -0.7679559588432312, 0.25311043858528137, 0.023392457515001297, -1.2229588031768799, -0.9339346289634705, -1.0990488529205322, -1.2196918725967407, -1.2660402059555054, -1.1197450160980225]	4
1631	[0.015678107738494873, 4.262585163116455, 0.7805099487304688, 1.7317821979522705]	[1.9301704168319702, -3.775268077850342, 5.518524169921875, 9.201053619384766, -9.240942001342773, -11.275933265686035, -11.165241241455078, -3.821746349334717]	3.0	4.0	[0.766522228717804, 1.517949104309082, 0.9987689256668091, 2.547697067260742, 1.7136119604110718, 2.068667411804199, 0.9018803834915161, 2.4925639629364014]	[-1.1303330659866333, -0.5134799480438232, -0.9708477854728699, 0.5099599957466125, 0.8003098368644714, -0.4348551332950592, -0.4092419147491455, -0.5882146954536438, -0.5419917106628418, -0.6818945407867432, -0.4233982264995575]	3
1632	[1.7506325244903564, -1.6651562452316284, 2.1695687770843506, -0.22564762830734253]	[4.258902072906494, -1.6293470859527588, 8.718393325805664, 9.313424110412598, -10.491724967956543, -12.822282791137695, -14.184410095214844, -4.591524124145508]	6.0	2.0	[-1.5083099603652954, -1.4024041891098022, -1.44846773147583, -1.5136865377426147, -1.0196597576141357, -1.3265917301177979, 0.35394391417503357, -1.9879140853881836]	[-0.001411411096341908, -0.24704234302043915, 0.5742660164833069, 0.21254625916481018, -0.3148404359817505, -0.21519587934017181, -0.11565536260604858, -0.23272307217121124, -0.31344249844551086, -0.31937161087989807, 0.027821876108646393]	0
1633	[1.3841841220855713, -0.46747344732284546, 0.5728186964988708, 0.32845866680145264]	[4.366109371185303, -2.4526560306549072, 5.827121734619141, 9.803446769714355, -10.100518226623535, -11.425081253051758, -12.716526985168457, -4.638071537017822]	6.0	4.0	[-0.8439589142799377, -1.1961090564727783, -1.0674687623977661, -0.577589213848114, -0.7260561585426331, -1.3975467681884766, 0.2796103060245514, -0.7400750517845154]	[-1.1770118474960327, -0.5814708471298218, -1.253719687461853, 0.021579362452030182, 2.0283114910125732, -0.06476002931594849, -0.6087514758110046, -0.7092453241348267, -0.5658913254737854, -0.3542015254497528, -0.4750055968761444]	4
1634	[1.0208789110183716, 1.189021348953247, 1.9873789548873901, -0.9524901509284973]	[2.4115686416625977, -5.405025959014893, 8.058295249938965, 9.007888793945312, -9.057071685791016, -10.909187316894531, -9.44290542602539, -3.5969882011413574]	4.0	2.0	[0.12707926332950592, 0.7512873411178589, 0.5510129928588867, -0.08248646557331085, 0.7937557101249695, 0.6641318798065186, 0.6544930934906006, -0.8344331383705139]	[2.048616647720337, 0.5212905406951904, 2.2367472648620605, -1.0143375396728516, -0.822123110294342, 0.4701928496360779, 1.470590591430664, 1.2407070398330688, 1.0836018323898315, 0.9257897138595581, 1.027350664138794]	0
1635	[0.012929737567901611, 1.2252486944198608, -0.7377769947052002, 2.652146577835083]	[3.212911605834961, 0.7860419154167175, 3.1523377895355225, 10.568743705749512, -6.155084609985352, -11.770681381225586, -9.818309783935547, -2.2083613872528076]	7.0	4.0	[-0.0991496667265892, -0.8225060105323792, -0.7439374923706055, 1.1597108840942383, -0.49543511867523193, -0.5507417321205139, -0.18711638450622559, 2.0159308910369873]	[-0.9141571521759033, -0.24232596158981323, -0.6968610882759094, -0.6783895492553711, 0.11868315190076828, -1.2047971487045288, -1.6984691619873047, -1.2768861055374146, -1.6188228130340576, -1.4917320013046265, -1.4223976135253906]	1
1636	[0.3892323970794678, -1.992780327796936, -1.163519263267517, 3.0300865173339844]	[1.8156827688217163, -0.4057962894439697, 4.207125663757324, 8.990869522094727, -8.265423774719238, -11.586939811706543, -11.892979621887207, -3.5193209648132324]	7.0	0.0	[-1.2852156162261963, -2.9755594730377197, -2.4910295009613037, -0.5517377853393555, -2.5087757110595703, -2.8366858959198, -0.9506091475486755, 0.8063284754753113]	[0.3355800211429596, -1.0718530416488647, -0.7918215394020081, -0.6376206874847412, -0.7159238457679749, -1.8986809253692627, -1.4265198707580566, -1.4839496612548828, -1.5275671482086182, -1.6366931200027466, -1.5815948247909546]	0
1637	[1.4070193767547607, 2.6091885566711426, 2.206019639968872, -0.10959380865097046]	[2.7211012840270996, -2.741640090942383, 7.872244834899902, 10.728631019592285, -11.164800643920898, -9.89476490020752, -14.153592109680176, -4.219027042388916]	6.0	0.0	[-0.21380268037319183, 0.9840508103370667, 0.4281744956970215, 0.9710551500320435, 1.4013910293579102, 1.2550069093704224, 1.4407835006713867, -0.028894446790218353]	[1.808387041091919, -0.5127734541893005, 0.9185483455657959, -0.7445093989372253, -1.1600896120071411, -0.9041755199432373, -0.03963655233383179, -0.16882707178592682, -0.06819115579128265, -0.40687254071235657, -0.22289033234119415]	0
1638	[0.4180118441581726, -0.253574013710022, 1.8042685985565186, -0.7963961362838745]	[2.8322434425354004, -4.9291276931762695, 7.909579753875732, 10.977453231811523, -8.301142692565918, -10.232122421264648, -11.75528335571289, -2.4908509254455566]	2.0	4.0	[0.19226399064064026, 0.22702307999134064, 0.28507640957832336, -0.8514854311943054, -0.06122826412320137, 0.13180387020111084, -0.22116895020008087, -1.0433870553970337]	[-0.7041433453559875, -1.0228822231292725, -0.16961808502674103, 1.1225683689117432, 2.5505988597869873, 0.9849408268928528, 0.678186297416687, 1.1083879470825195, 0.8330637812614441, 0.8797838091850281, 0.9371604323387146]	3
1639	[1.0251065492630005, -0.7186189293861389, 2.6401424407958984, -1.1685210466384888]	[4.669921398162842, -6.105924129486084, 8.993690490722656, 9.513449668884277, -10.059481620788574, -10.569597244262695, -14.550694465637207, -4.798023223876953]	6.0	5.0	[-0.3980274200439453, 0.003971690312027931, -0.0810663029551506, -1.274596095085144, -0.1253952533006668, 0.0031731477938592434, 0.1495397388935089, -1.8565068244934082]	[-1.186890721321106, 1.2639647722244263, 0.9399821758270264, -0.020555004477500916, 1.2342272996902466, 1.413689374923706, 1.0518066883087158, 1.171587586402893, 1.3797023296356201, 1.2266937494277954, 1.2501585483551025]	6
1640	[1.7644199132919312, -0.022188246250152588, 2.141472339630127, -0.7064455151557922]	[2.854717493057251, -6.364652633666992, 8.096742630004883, 10.695027351379395, -9.20290470123291, -11.423640251159668, -13.0099458694458, -2.405972957611084]	6.0	4.0	[-0.8885810971260071, -0.3616906404495239, -0.5491707921028137, -0.7139157056808472, 0.028660787269473076, -0.4050895571708679, 0.8338611125946045, -1.5631215572357178]	[-1.1392436027526855, 1.4886828660964966, -0.2876397669315338, -0.1038278117775917, 1.856620192527771, 1.6855357885360718, 0.5494673252105713, 0.9530304670333862, 1.0528141260147095, 0.5817490816116333, 0.9615486264228821]	4
1641	[-1.4549360275268555, -1.3392521142959595, -0.9631490111351013, -1.0224494934082031]	[1.6025238037109375, -7.035654067993164, 8.068413734436035, 9.755961418151855, -9.75106430053711, -10.17251968383789, -15.414636611938477, -4.6513190269470215]	0.0	10.0	[2.0000760555267334, 0.11660431325435638, 1.1219311952590942, -1.3921046257019043, -0.9773125052452087, -0.8487982749938965, -2.2508227825164795, -0.24331144988536835]	[0.9868512153625488, -0.23299242556095123, -0.014209453947842121, 0.5413936376571655, 0.4630929231643677, 0.05736679211258888, 0.936922013759613, 0.933556854724884, 0.8226765394210815, 0.9201679825782776, 1.0757731199264526]	2
1642	[1.789337158203125, 1.903187870979309, 2.1550779342651367, 0.10988429188728333]	[2.580778121948242, -4.434604644775391, 9.623112678527832, 10.151076316833496, -9.247005462646484, -12.555829048156738, -12.106321334838867, -3.1718547344207764]	6.0	1.0	[-0.7713931202888489, 0.2977326512336731, -0.22360974550247192, 0.6331812143325806, 0.9155654907226562, 0.5768716335296631, 1.495082974433899, -0.36456701159477234]	[-0.8704718351364136, 1.9165593385696411, -0.32977941632270813, -0.7934505343437195, 0.5962210297584534, 1.0273488759994507, 0.13742142915725708, 0.14189574122428894, -0.05543367192149162, 0.026719287037849426, -0.07379435747861862]	0
1643	[0.7576225996017456, -0.21262210607528687, 2.330406904220581, -1.0174987316131592]	[3.748805284500122, -7.170145034790039, 6.675777912139893, 9.4093017578125, -6.881189823150635, -8.4920654296875, -11.63015365600586, -3.1934354305267334]	1.0	0.0	[-0.06736509501934052, 0.2793610990047455, 0.20926125347614288, -0.9224255084991455, 0.08674857765436172, 0.2602941393852234, 0.08601395785808563, -1.3926680088043213]	[3.25645112991333, -0.13473907113075256, 1.8593246936798096, -1.2738378047943115, -1.5114059448242188, 0.3334820866584778, 0.9950913190841675, 1.3277260065078735, 1.0605653524398804, 0.7981007099151611, 0.9226627945899963]	0
1644	[-1.8616633415222168, -0.4858071208000183, -1.9027018547058105, 0.8227735757827759]	[2.4630210399627686, -4.054294109344482, 8.060457229614258, 9.66250228881836, -7.219147205352783, -10.343907356262207, -12.730298042297363, -1.2861051559448242]	0.0	10.0	[1.9225844144821167, -0.20108583569526672, 0.7347984313964844, -0.30143341422080994, -1.0936793088912964, -0.8191401362419128, -2.2861239910125732, 1.4222685098648071]	[0.7645922899246216, 0.4624134600162506, 0.8298501968383789, 0.5666552186012268, 0.5295640230178833, 0.9210103750228882, 0.9744457602500916, 0.7074791789054871, 0.8065162897109985, 0.8539507389068604, 1.0021148920059204]	1
1645	[2.3281922340393066, 0.8596493005752563, 1.5480873584747314, 1.1259185075759888]	[1.9822925329208374, -1.7604734897613525, 5.556805610656738, 8.645774841308594, -9.413078308105469, -11.055477142333984, -13.858920097351074, -1.1184885501861572]	6.0	0.0	[-1.7673932313919067, -1.1184163093566895, -1.5490165948867798, 0.3680182695388794, -0.06459871679544449, -0.7729203104972839, 1.5261036157608032, -0.38899722695350647]	[0.7446735501289368, -0.6847848892211914, 0.0810253769159317, -0.12401165813207626, -0.4252074956893921, -0.5033778548240662, -0.6994118094444275, -0.376135915517807, -0.4450078010559082, -0.33985838294029236, -0.42193368077278137]	0
1646	[0.6890124082565308, 1.6209087371826172, 1.780617594718933, 0.32071277499198914]	[2.4464821815490723, -4.934832572937012, 6.290421485900879, 8.810836791992188, -9.434840202331543, -9.434621810913086, -9.955760955810547, 0.11076092720031738]	5.0	0.0	[-0.014446958899497986, 0.5887668132781982, 0.26864466071128845, 0.5574032664299011, 0.7008512616157532, 0.8831860423088074, 0.6082268953323364, 0.18804068863391876]	[1.556010127067566, -0.3500393033027649, 0.944332480430603, -1.6654324531555176, -1.5918182134628296, -1.1588497161865234, -0.8799146413803101, -1.0027486085891724, -1.018995761871338, -0.8773080110549927, -0.8802695870399475]	2
1647	[-0.2693672180175781, 0.7185620069503784, 0.10254067182540894, -1.2523113489151]	[3.948082447052002, -7.384359359741211, 8.041485786437988, 9.451701164245605, -7.4111456871032715, -9.596269607543945, -10.696033477783203, -3.1258411407470703]	0.0	4.0	[1.500719666481018, 0.8846722841262817, 1.3147345781326294, -0.3400042653083801, 0.3601354956626892, 0.1661963313817978, -0.6645225882530212, -0.24811282753944397]	[-1.1478224992752075, 0.6591154932975769, 0.09990527480840683, 0.46941837668418884, 2.30141282081604, 1.7374016046524048, 0.8297485709190369, 1.117247223854065, 1.1508259773254395, 1.093239426612854, 1.0900306701660156]	4
1648	[1.007709264755249, 0.3740290403366089, 1.6273077726364136, -0.4129539132118225]	[3.7392070293426514, -6.504495143890381, 8.2161865234375, 10.17375659942627, -9.857625961303711, -10.890399932861328, -12.478031158447266, -3.9955458641052246]	6.0	2.0	[-0.23079624772071838, 0.02185056172311306, -0.0604313388466835, -0.3698968291282654, 0.13561508059501648, -0.029032133519649506, 0.3785931169986725, -0.814619243144989]	[0.59489905834198, 0.05810894817113876, 0.8594309091567993, -0.4615341126918793, 0.3769438564777374, 0.751562237739563, 0.782749354839325, 0.616018533706665, 0.6508932113647461, 0.6387893557548523, 0.584445059299469]	4
1649	[-1.8699111938476562, 1.467951774597168, -1.4011414051055908, -0.1106230616569519]	[2.8742637634277344, -6.559216022491455, 7.6023359298706055, 8.621042251586914, -5.77937126159668, -10.336613655090332, -11.325279235839844, -2.2247745990753174]	0.0	2.0	[2.727968215942383, 1.332047462463379, 2.026820659637451, 0.5139797329902649, 0.3349534869194031, 0.6296372413635254, -1.680299162864685, 1.6482508182525635]	[0.1924062967300415, 1.5580073595046997, 1.5737680196762085, 0.044299911707639694, 0.557887077331543, 1.0657904148101807, 1.0649739503860474, 1.2981104850769043, 1.320300579071045, 1.4163283109664917, 1.346022605895996]	1
1650	[0.8556028008460999, 4.030336380004883, 1.6411645412445068, -0.8079560399055481]	[3.7966015338897705, -4.687236309051514, 7.032987117767334, 11.86743450164795, -11.526629447937012, -13.499397277832031, -14.106001853942871, -2.99519419670105]	4.0	4.0	[0.9834964871406555, 2.182302713394165, 1.7099231481552124, 1.608292818069458, 2.320805549621582, 2.1225273609161377, 1.3730577230453491, 0.5460444092750549]	[-0.1109764352440834, -0.3047030568122864, -0.3965703547000885, 0.6148428916931152, 0.866456925868988, 0.09463436901569366, 0.2763352692127228, 0.4925013780593872, 0.32817259430885315, 0.4723944365978241, 0.40920138359069824]	3
1651	[0.8664085865020752, 4.089850425720215, 2.270228147506714, -0.946896493434906]	[4.06782865524292, -5.914207935333252, 9.00885009765625, 11.131072998046875, -8.368209838867188, -10.562463760375977, -12.607754707336426, -4.471739292144775]	5.0	3.0	[0.9254611134529114, 2.4209394454956055, 1.818957805633545, 1.568333387374878, 2.493983745574951, 2.520536184310913, 1.4780429601669312, 0.37265655398368835]	[-1.4549522399902344, -0.012681715190410614, -1.296965479850769, 1.748165488243103, 1.0507261753082275, 0.8770576119422913, 0.8231182098388672, 0.9329267740249634, 0.7882423400878906, 0.8329731822013855, 0.7329925298690796]	4
1652	[0.7253502011299133, 3.024855136871338, 0.6568429470062256, 0.7851225137710571]	[2.9003348350524902, -4.531133651733398, 5.122738838195801, 9.126226425170898, -11.196423530578613, -12.217357635498047, -12.131997108459473, -1.781798243522644]	3.0	4.0	[0.3378550112247467, 0.831012487411499, 0.5275794267654419, 1.5591471195220947, 1.1906241178512573, 0.9501305222511292, 0.9363027811050415, 1.2046527862548828]	[0.013559363782405853, -1.456194519996643, -1.7277377843856812, 0.0427728146314621, 0.6214209794998169, -0.6051613092422485, -0.9416449069976807, -1.0826338529586792, -1.0394883155822754, -1.1153329610824585, -0.8563255667686462]	4
1653	[1.0177030563354492, 0.5988492369651794, 2.203327178955078, -0.6659749150276184]	[3.3032596111297607, -3.6803054809570312, 8.512884140014648, 9.027189254760742, -9.274292945861816, -10.884438514709473, -11.770976066589355, -2.215951442718506]	6.0	4.0	[-0.18659712374210358, 0.38092947006225586, 0.17346006631851196, -0.34641724824905396, 0.4226331412792206, 0.44000616669654846, 0.5192176699638367, -0.9686017632484436]	[-1.629186987876892, 0.2584393620491028, -0.9094370603561401, 0.9632320404052734, 2.1068098545074463, 1.167494773864746, 0.9184480905532837, 0.7557592391967773, 0.7593846917152405, 0.9655022621154785, 0.9592285752296448]	3
1654	[0.6404892206192017, 1.8688687086105347, 1.200842022895813, -0.8245530724525452]	[3.8769161701202393, -6.1087870597839355, 7.031238555908203, 10.464208602905273, -9.512831687927246, -9.712998390197754, -14.042654037475586, -3.088932514190674]	1.0	0.0	[0.6930789947509766, 1.0717217922210693, 0.9828464388847351, 0.3875040113925934, 1.0371617078781128, 0.817315936088562, 0.4981575608253479, -0.16936138272285461]	[1.2732887268066406, -1.2108039855957031, -1.3127902746200562, 0.3397722542285919, 1.0755420923233032, 1.0679248571395874, 1.2718594074249268, 0.6805057525634766, 1.0234482288360596, 0.6139886379241943, 1.1698890924453735]	4
1655	[-1.0775405168533325, -0.8746004104614258, -2.3883631229400635, 0.17678317427635193]	[2.801455497741699, -6.8400068283081055, 7.458126068115234, 8.733335494995117, -6.5784220695495605, -10.589743614196777, -11.649802207946777, -2.2938833236694336]	0.0	6.0	[1.5952056646347046, -0.7001607418060303, 0.38490718603134155, -0.6949155926704407, -1.2755097150802612, -1.7502752542495728, -1.9714014530181885, 0.6749480366706848]	[0.8469640016555786, 0.4048939645290375, 0.7927008867263794, 0.5485513806343079, 0.48424288630485535, 0.8012711405754089, 1.0019416809082031, 0.785324215888977, 0.7519304752349854, 0.8656895756721497, 0.9138656258583069]	0
