
/disk/junlin/EmoSp/bart-our/-LIGHT-TRANS4/all_loss0.6_0.2_0.2_kl-lr_2e-05-Emoin-nopp-empp-ensitu-vae-mvae256-wo_comet-vad-0.3124_II
vocab size = 50265
Some weights of BartForConditionalGeneration were not initialized from the model checkpoint at facebook/bart-base and are newly initialized: ['encoder.layers.0.attn_layer_norm_comet.weight', 'encoder.layers.0.attn_layer_norm_comet.bias', 'encoder.layers.1.attn_layer_norm_comet.weight', 'encoder.layers.1.attn_layer_norm_comet.bias', 'encoder.layers.2.attn_layer_norm_comet.weight', 'encoder.layers.2.attn_layer_norm_comet.bias', 'encoder.layers.3.attn_layer_norm_comet.weight', 'encoder.layers.3.attn_layer_norm_comet.bias', 'encoder.layers.4.attn_layer_norm_comet.weight', 'encoder.layers.4.attn_layer_norm_comet.bias', 'encoder.layers.5.attn_layer_norm_comet.weight', 'encoder.layers.5.attn_layer_norm_comet.bias', 'encoder.layers.5.muAttn.k_proj.weight', 'encoder.layers.5.muAttn.k_proj.bias', 'encoder.layers.5.muAttn.v_proj.weight', 'encoder.layers.5.muAttn.v_proj.bias', 'encoder.layers.5.muAttn.q_proj.weight', 'encoder.layers.5.muAttn.q_proj.bias', 'encoder.layers.5.muAttn.out_proj.weight', 'encoder.layers.5.muAttn.out_proj.bias', 'encoder.emotion_head.weight', 'encoder.emotion_head.bias', 'encoder.batchNorm_emotion.weight', 'encoder.batchNorm_emotion.bias', 'encoder.batchNorm_emotion.running_mean', 'encoder.batchNorm_emotion.running_var', 'encoder.batchNorm_strategy.weight', 'encoder.batchNorm_strategy.bias', 'encoder.batchNorm_strategy.running_mean', 'encoder.batchNorm_strategy.running_var', 'encoder.strategy_embedding.weight', 'encoder.multi_state_LayerNorm.weight', 'encoder.multi_state_LayerNorm.bias', 'encoder.strategy_head.weight', 'encoder.strategy_head.bias', 'encoder.trans_mat.emotion_embedding.weight', 'encoder.trans_mat.h_prior_emo.weight', 'encoder.trans_mat.h_prior_emo.bias', 'encoder.trans_mat.h_prior_strat.weight', 'encoder.trans_mat.h_prior_strat.bias', 'encoder.trans_mat.mu_prior.weight', 'encoder.trans_mat.mu_prior.bias', 'encoder.trans_mat.logvar_prior.weight', 'encoder.trans_mat.logvar_prior.bias', 'encoder.trans_mat.Dense_z_prior.weight', 'encoder.trans_mat.Dense_z_prior.bias', 'encoder.trans_mat.h_posterior_emo.weight', 'encoder.trans_mat.h_posterior_emo.bias', 'encoder.trans_mat.h_posterior_strat.weight', 'encoder.trans_mat.h_posterior_strat.bias', 'encoder.trans_mat.mu_posterior.weight', 'encoder.trans_mat.mu_posterior.bias', 'encoder.trans_mat.logvar_posterior.weight', 'encoder.trans_mat.logvar_posterior.bias', 'encoder.strat_cat_attn.V', 'encoder.strat_cat_attn.W.weight', 'encoder.emo_cat_attn.V', 'encoder.emo_cat_attn.W.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.0.encoder_attn_layer_norm_comet.weight', 'decoder.layers.0.encoder_attn_layer_norm_comet.bias', 'decoder.layers.0.encoder_attn_layer_norm_total.weight', 'decoder.layers.0.encoder_attn_layer_norm_total.bias', 'decoder.layers.1.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.1.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.1.encoder_attn_layer_norm_comet.weight', 'decoder.layers.1.encoder_attn_layer_norm_comet.bias', 'decoder.layers.1.encoder_attn_layer_norm_total.weight', 'decoder.layers.1.encoder_attn_layer_norm_total.bias', 'decoder.layers.2.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.2.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.2.encoder_attn_layer_norm_comet.weight', 'decoder.layers.2.encoder_attn_layer_norm_comet.bias', 'decoder.layers.2.encoder_attn_layer_norm_total.weight', 'decoder.layers.2.encoder_attn_layer_norm_total.bias', 'decoder.layers.3.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.3.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.3.encoder_attn_layer_norm_comet.weight', 'decoder.layers.3.encoder_attn_layer_norm_comet.bias', 'decoder.layers.3.encoder_attn_layer_norm_total.weight', 'decoder.layers.3.encoder_attn_layer_norm_total.bias', 'decoder.layers.4.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.4.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.4.encoder_attn_layer_norm_comet.weight', 'decoder.layers.4.encoder_attn_layer_norm_comet.bias', 'decoder.layers.4.encoder_attn_layer_norm_total.weight', 'decoder.layers.4.encoder_attn_layer_norm_total.bias', 'decoder.layers.5.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.5.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.5.encoder_attn_layer_norm_comet.weight', 'decoder.layers.5.encoder_attn_layer_norm_comet.bias', 'decoder.layers.5.encoder_attn_layer_norm_total.weight', 'decoder.layers.5.encoder_attn_layer_norm_total.bias', 'fuse_st_emo.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
  0%|                                                                                                                                          | 0/510 [00:00<?, ?it/s]
without comet
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Providing Suggestions or Information]'}
You too, I am glad to help.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I am sorry to hear that. I lost my job when I was in college. Do you have any family or friends you can talk to about this?
{'ref strategy': '[Question]', 'hyp strategy': '[Reflection of feelings]'}
I' m glad I could help. I hope you have a great rest of your day!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Greeting]'}
I' m glad to hear that. I hope you' re able to get through this!

Testing:  89%|████████████████████████████████████████████████████████████████████████████████████████████████████████             | 2040/2295 [09:29<01:09,  3.67it/s]
I am sorry to hear that.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Self-disclosure]'}
I am retired for over 2 years and I have been in the workforce for over 20 years. I have always wanted to be a part - time worker.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that it is a good idea to talk to someone about this. I think that you will be able to get through this.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m sure she' s not. I' ve been in a similar situation with my partner and it' s been very difficult to move on from. I know it' ll be hard, but I' m confident that you will find a way to move forward.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am doing well, thank you for asking. What' s going on?
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Question]'}
I understand. I have been in that situation too. I know it can be hard to get through a semester.

Testing:  89%|████████████████████████████████████████████████████████████████████████████████████████████████████████▎            | 2046/2295 [09:31<01:28,  2.82it/s]
I' m sorry to hear that. I' ve been in a similar situation myself. I have found that writing is a great way to get out of the house and get fresh air.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Reflection of feelings]'}
I' m glad to hear that. I think we all need to stay positive and stay focused on the positives and the positive.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m doing well. How are you?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I can understand how that can be stressful. I have also struggled with the same thing. I know that it is hard to get through a lot of work, but I know you can do it!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
I' m sorry to hear that. I' ve been in a similar situation myself and I know how stressful it can be.
{'ref strategy': '[Others]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how that would be hard.

Testing:  89%|████████████████████████████████████████████████████████████████████████████████████████████████████████▋            | 2053/2295 [09:33<01:03,  3.83it/s]
I think it' s worth fighting for. I think you should try to talk to her and see if she will accept you as you are.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Providing Suggestions or Information]'}
i can understand how that feels. i have been in a similar situation and i know how hard it is to get through it.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
I am glad I was able to help you.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am sorry to hear that. Have you tried to talk to them about it?
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Reflection of feelings]'}
I' m sorry to hear that. What is going on?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
Hello, how are you doing today?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
You too!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Greeting]'}
I' m sorry to hear that. How long have you been together?
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Question]'}
I' m sorry to hear that. I' ve been in a similar situation before. Have you tried looking for a job?

Testing:  90%|█████████████████████████████████████████████████████████████████████████████████████████████████████████▏           | 2063/2295 [09:35<00:53,  4.38it/s]
I have been doing that myself. I have been in a similar situation and it was very difficult to get through.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that would be a great idea!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think that' s a great idea! I think that you two will be able to work through this!
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
You' re welcome! I hope that you find something that will help you feel better.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Greeting]'}
I think you' re doing great! I think you can get through this!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Reflection of feelings]'}
I think you should check out the job boards and see if they have any openings.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am sorry to hear that. What is going on?
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Question]'}
I' m sorry to hear that. I' ve had similar experiences with my dog before.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
You are welcome. I hope you can get through this!
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Greeting]'}
i think that you should try to spend some time playing video games.

Testing:  90%|█████████████████████████████████████████████████████████████████████████████████████████████████████████▋           | 2072/2295 [09:37<00:57,  3.85it/s]
I' m sorry to hear that. How long have you been in school?
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Question]'}
Hello, how are you doing today?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I' ve been in that position before. I have found that there are a lot of opportunities out there, but I have also found that it is very difficult to find a job.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
Im sorry to hear that. I am in a similar situation.
{'ref strategy': '[Question]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I am a copywriter. I have over 30 followers.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
I' m glad to hear that. I hope you feel better soon.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think that is a great idea. I know it is hard to get through a day without a phone but I think you can do it.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I have had a lot of problems with my allergies, but I found that it was a good thing to try to focus on the positives.

Testing:  91%|██████████████████████████████████████████████████████████████████████████████████████████████████████████           | 2081/2295 [09:39<00:39,  5.38it/s]
I think that you should be able to take a walk and enjoy the scenery.
{'ref strategy': '[Others]', 'hyp strategy': '[Affirmation and Reassurance]'}
you' re welcome!
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I see. So you are feeling betrayed by your friend?.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I' m glad I could help!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Greeting]'}
I understand. I have also struggled with debt and it is very difficult to pay it off.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
i' m so sorry to hear that.
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I see, that is a very difficult situation to be in. I would suggest trying to talk to him about it and see if he will listen.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand that, I have been in a long term relationship and I know how difficult it can be to talk to someone about it. I know it is hard to get over a relationship, but I know you can do it!
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Self-disclosure]'}
good bye.

Testing:  91%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▍          | 2088/2295 [09:41<00:59,  3.48it/s]
I think it' s a good idea to get involved in local politics. I think it would be a great idea to have a local council.
{'ref strategy': '[Others]', 'hyp strategy': '[Others]'}
i am so sorry to hear that. I have been in a boot for a long time and it' s been very hard.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Reflection of feelings]'}
I know it is hard to lose weight but I know you can do it.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am so sorry to hear that. I have been in the same situation myself. I know it is tough but I know you can get through this!
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Self-disclosure]'}
I think that would be a great idea. I think that it would be great to have someone to talk to.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I see. I am so sorry to hear that. I know it must be very stressful for you. Do you have any family that you can talk to?

Testing:  91%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▊          | 2095/2295 [09:43<00:56,  3.56it/s]
I have been doing a lot of yoga and meditation. I found that it helped me get through my days.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Self-disclosure]'}
I can understand how that would be frustrating. I have been in a similar situation myself and I know how hard it is to get through this.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Self-disclosure]'}
I' m sorry to hear that. What is going on?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I am sorry to hear that. I have been in a similar situation myself. I know how hard it can be to deal with someone who is high on drugs.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I understand that. I have a similar problem.
{'ref strategy': '[Others]', 'hyp strategy': '[Restatement or Paraphrasing]'}
i think it is a good thing to get some help from your doctor.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Self-disclosure]'}
I would suggest you type in the job title and see if there is anything else on your mind.
{'ref strategy': '[Question]', 'hyp strategy': '[Greeting]'}
you better keep your distance from him.

Testing:  92%|███████████████████████████████████████████████████████████████████████████████████████████████████████████▎         | 2104/2295 [09:45<00:36,  5.20it/s]
I think that you are very welcome. I hope that you have a great day and stay positive!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how that would be frustrating. Have you tried to talk to your friends about this?
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I am doing well. How are you?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I am doing well. What' s going on?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
i can tell you are stressed out and anxious about the situation.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
have you tried any online job sites?
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I understand that. I have also lost a cat and it was very painful. I tried to play with my dog and it helped me a lot.
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
I think it would be a great idea to give her a gift.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
you better stay safe and don' t let it get to you.

Testing:  92%|███████████████████████████████████████████████████████████████████████████████████████████████████████████▋         | 2112/2295 [09:47<00:52,  3.46it/s]
I completely understand, I' ve been in the same situation myself. I have to take care of myself and my family, and it' s really hard.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Self-disclosure]'}
I understand. I have been in the same situation. I know how hard it is to get help.
{'ref strategy': '[Others]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how that would be upsetting. I have been in a similar situation myself and it is hard to find someone to talk to.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I have been in that situation myself. I have been able to stay positive and keep my head up.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can see that you are feeling lonely and isolated. I think it is important to take care of yourself and try to find some positive things to do.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Reflection of feelings]'}
I understand that, I have been in this position myself and I know how hard it can be to get through this.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that you should try to find a new hobby. You might be able to find something that will make you feel better.

Testing:  92%|███████████████████████████████████████████████████████████████████████████████████████████████████████████▉         | 2118/2295 [09:49<00:55,  3.21it/s]
I am glad that you are feeling better now. I wish you all the best in the future.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Greeting]'}
that' s a good question. i' m sure that you will be able to find someone who will be more receptive to your ideas.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I understand. I have been frustrated too. What is making you feel frustrated?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I' m sorry to hear that. I' ve been in a similar situation myself. I know it' s hard to move on from a relationship, but I know you can make it through this!
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Question]'}
I' m sorry to hear that. I' ve been in a similar situation myself.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Reflection of feelings]'}
I do it myself, I have a lot of friends who do it too.

Testing:  93%|████████████████████████████████████████████████████████████████████████████████████████████████████████████▎        | 2124/2295 [09:51<00:53,  3.20it/s]
I' m sorry to hear that. I' ve been in the same situation myself, and it can be very difficult to find support. Do you have any friends or family you can talk to?
{'ref strategy': '[Question]', 'hyp strategy': '[Restatement or Paraphrasing]'}
i am sorry to hear that. have you tried to talk to your boss about this?
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I' m sorry to hear that. I' ve been in a similar situation myself. I know how hard it can be to break up with someone, but I know you can get through this!
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I understand, I' ve been in a similar situation. I had a girlfriend who left me for someone else and I was devastated.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I was in a similar situation and I had to move on from it. I was able to find a new career path and I found that I was more interested in my current one than my previous one. I also found that my friends and family were supportive of me and helped me through the tough times.

Testing:  93%|████████████████████████████████████████████████████████████████████████████████████████████████████████████▌        | 2130/2295 [09:53<00:47,  3.44it/s]
you are welcome. i hope you have a great day.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I' m glad I could help. I hope you have a great day.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I am glad to hear that. I hope you have a good day.
{'ref strategy': '[Question]', 'hyp strategy': '[Greeting]'}
I can understand how that would be stressful. I have struggled with my studies too.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I think that would be a great idea. I think it would be great for you to get out there and get some fresh air.
{'ref strategy': '[Others]', 'hyp strategy': '[Providing Suggestions or Information]'}
just remember, you are not alone. you can do anything to help.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I would suggest looking for a job online.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m sorry to hear that. I know it' s hard to be bummed about the layoffs, but I think you can do it!

Testing:  93%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████        | 2139/2295 [09:55<00:32,  4.86it/s]
I' m sorry to hear that. I think that it' s important to be able to talk to him and express your feelings and concerns.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I try to stay positive and do things that make me happy. I try to be positive and have a good time.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
You too!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Greeting]'}
Hello, how are you doing today?
{'ref strategy': '[Greeting]', 'hyp strategy': '[Question]'}
I understand. I have been in the same situation myself. I know that it is hard to find a job, but I know you can do it.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
You are welcome, I hope you have a great night and stay safe!
{'ref strategy': '[Others]', 'hyp strategy': '[Greeting]'}
I' m from North Carolina.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Question]'}
I can understand how you feel. I have been in this situation before.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I see, that is a very difficult situation to be in. Have you tried talking to him about it?

Testing:  94%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████▌       | 2149/2295 [09:57<00:24,  5.84it/s]
I don' t think so. I think it' s a good idea to get involved in local politics.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Others]'}
i am glad you are able to help.
{'ref strategy': '[Others]', 'hyp strategy': '[Providing Suggestions or Information]'}
Bye!
{'ref strategy': '[Others]', 'hyp strategy': '[Greeting]'}
I' m sorry to hear that. I' ve been in a similar situation myself.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m glad I could help!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Greeting]'}
I think that' s a great idea! I think that it' s great that you are talking about this with someone who cares about you.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how you feel, I have been in a similar situation myself.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Reflection of feelings]'}
I think that you should try to focus on yourself and your family, and try to be more productive.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am doing well, I am glad to hear that. Is there anything specific bothering you?
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Question]'}
You too!

Testing:  94%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████▉       | 2156/2295 [09:59<00:36,  3.80it/s]
I think you are doing the right thing, and I think you will be successful. I think it' s important to remember that you are a single dad, and you are not alone in this.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think that you are very welcome. I hope that I have been able to be of some help to you.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Providing Suggestions or Information]'}
you too!
{'ref strategy': '[Others]', 'hyp strategy': '[Greeting]'}
I think that is a great idea! I think you are doing the right thing and I believe you will be successful.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
i am glad to help you.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Greeting]'}
I am doing well, thank you for asking. What is going on?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I' m sorry to hear that. I know it' s hard, but I think you can do it!
{'ref strategy': '[Question]', 'hyp strategy': '[Greeting]'}
I think you will be able to get through this.

Testing:  94%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▍      | 2166/2295 [10:01<00:26,  4.82it/s]
I can understand how you feel. I had a fight with my ex - boyfriend and it was very physical. I think it was because of the fight that he was able to get away from her.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
I hope that I have been able to help you.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I know it is hard, but I think you can do it!
{'ref strategy': '[Others]', 'hyp strategy': '[Self-disclosure]'}
wow! that is a great place to work.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I think that you should try to find something that will make you feel better.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Others]'}
I think it' s a good idea to keep pushing. I think you' re going to be fine.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m sure you' re feeling the same way. I know it' s hard to keep up with deadlines, but I think you can do it!

Testing:  95%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▊      | 2174/2295 [10:03<00:26,  4.57it/s]
I think that you should try to find a hobby that you enjoy. I think that it would be a great way to get your mind off of things.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Others]'}
i think it will be a good year for business.
{'ref strategy': '[Others]', 'hyp strategy': '[Others]'}
you too!
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
i' ve been in that situation before. i have been able to get some time alone with my family.
{'ref strategy': '[Others]', 'hyp strategy': '[Self-disclosure]'}
I am glad you are taking breaks to relax and take care of yourself.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can tell that you are feeling stressed about the situation, but I am sure that with the right strategies you will be able to overcome it.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
You are very welcome. I am glad that you were able to earn the bonus!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Greeting]'}
I can understand how you feel. I have been in a similar situation.

Testing:  95%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████▏     | 2180/2295 [10:05<00:36,  3.14it/s]
I understand. I' ve been in the same situation myself. I have found that when I' m working from home, I' ll spend more time with my partner and kids. It' s a great way to get away from the pandemic.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Reflection of feelings]'}
I can understand how that is difficult. I have been in the same situation myself and it has been very difficult to come off it.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Self-disclosure]'}
Yes, I think you' re very mature and mature. I hope you have a great year!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
You too!
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I think that it is important to be aware of the power you have over him. I think that you are very capable of handling this situation and you will be able to handle it.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m sorry to hear that. What was the reason for your anxiety?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I can understand how frustrating that is. I have had to deal with family members who are not taking COVID seriously, and I know how hard it can be to talk to them.

Testing:  95%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████▎     | 2184/2295 [10:06<00:35,  3.12it/s]
I think you should just talk to her. I' ve been in that situation myself and I know how hard it can be to do so. I don' t think you' re doing the right thing by talking to her, but I think you are doing the best you can. I think it' s important to remember that you' ve got a good head on your shoulders and that you have a good heart and that it' ll take some time to get over this. I know it's hard, but it' d be worth it.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
I am glad that you are feeling better now. I hope you can get some rest soon.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
I' m glad I could help!
{'ref strategy': '[Others]', 'hyp strategy': '[Others]'}
i can see how that would be stressful. i' ve been in the same situation myself.

Testing:  95%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████▋     | 2190/2295 [10:09<00:33,  3.10it/s]
I see. I' ve been in that position myself. I have had to learn how to make art from scratch. It' s a very difficult thing to do.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Question]'}
I think you should try to talk to her. She will understand your feelings.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m sorry to hear that. I think you should try to find a good product, it might be easier to find than a short one.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m glad to hear that.
{'ref strategy': '[Others]', 'hyp strategy': '[Question]'}
I understand. I have found that being in a room with a computer is a great way to get your mind off of things.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
