,reward_a,turn_a,response_a,reward_b,turn_b,response_b
2178,4.624616622924805,20,"You are a strong person, you can do it",4.7533745765686035,20,"You are very welcome, I hope you have a good year"
2179,4.4420294761657715,4,It sounds like you are feeling very confused and perhaps even angry about this. Is that correct?,4.315714359283447,4,It sounds like you are confused and you are not sure what to do. Is there any way that you could discuss this with him?
2180,4.519063949584961,31,I am so sorry to hear that. I am glad you are staying safe.,4.354537487030029,31,I am sorry to hear that. have you tried any other forms of prevention?
2181,4.554136753082275,5,"i can relate to that. I have found that when i'm stressed out, i try to focus on the things i CAN control.",4.557529926300049,5,i have found that focusing on the good things in life can help me get through a difficult time.
2182,4.679324626922607,14,I would suggest talking to him about it and letting him know that you are there for him.,4.660309314727783,14,I would suggest talking to him about it.
2183,4.505623817443848,5,I understand. I have also been in that situation. Do you have any friends or family that you can talk to about it?,4.3737053871154785,5,I understand. Have you tried looking into online job sites?
2184,4.686091899871826,12,i have also tried yoga but i found that it was expensive,4.684998989105225,12,"yes, i think it is expensive but you can try it"
2185,4.6374311447143555,38,"Medication is a good way to get through difficult times. I've been on it for years, and it's really helped me.",4.600867748260498,38,"Medication is a good idea. I have taken a lot of different kinds of drugs, but I found that they were very effective."
2186,4.5384840965271,15,I'm sorry to hear that. Why are you upset?,4.5061798095703125,15,"Hello, what is going on?"
2187,4.508333683013916,50,"I understand that. I have a college course in the evening, and I can't wait to start it.",4.461252212524414,50,I understand that. I have been in a similar situation.
2188,4.417487144470215,22,I am so sorry that has happened to you. I know how hard it can be to move on from someone who has been in your life for so long.,4.308920383453369,22,I can understand how that must feel. I have been in a similar situation.
2189,4.471857070922852,35,"I can understand how you feel. I have been in a similar situation, and I know how difficult it can be to end a relationship.",4.353394031524658,35,I can understand how you feel. I have been in a similar situation myself.
2190,4.540635585784912,11,"I understand, I have been in that situation myself. I have had to learn to let go of my hair and get it back to its natural shape.",4.505177021026611,11,"I understand, I have had to go through a lot of this myself."
2191,4.838123321533203,29,it sounds like you are a pretty mature person. i bet you will be able to handle this!,4.824265480041504,29,it sounds like you are thinking the exact same thing!
2192,4.616660118103027,19,I can understand how you feel. I have been in a similar situation and it is very difficult to find someone close to me. Have you tried talking to him about your feelings?,4.6526007652282715,19,I know that it is hard to see someone close to you. I have been in that situation myself and it can be very difficult to talk to people who are close to us. I would suggest reaching out to your mutual friends and seeing if they can help you feel better.
2193,4.494838237762451,33,"i'm sorry to hear that, but it's been a really tough year for everyone. i know it's hard to get through it but i think you can do it",4.465717315673828,33,"i'm sorry to hear that, it's been a very difficult year for you."
2194,4.494580268859863,9,I can understand how you feel. I think it is a very difficult time to be in the UK.,4.533527374267578,9,I am sorry to hear that. I think it is a very long time until things start to get better.
2196,4.832305431365967,12,I can understand that - I have had similar dreams myself. Have you tried to talk to your professor about it?,4.791708946228027,12,I have had similar experiences. I remember being in a class where I was given a B+ and then I had to retake the class again.
2197,4.693021297454834,34,It is unfortunate that safety is not a factor. Have you tried to seek unemployment?,4.724339962005615,34,I can understand that. Have you tried to seek unemployment and disability?
2198,4.294153690338135,6,I'm sorry to hear that. What is the cause of your feeling this way?,4.26755428314209,6,I am sorry to hear that. Do you have any friends or family you can talk to?
2200,4.32478666305542,19,I understand that. I have also lost a cat a few years ago and it is very difficult to deal with the loss of a pet.,4.309954643249512,19,I understand how you feel. I have lost a cat a few years ago and it has been very difficult to deal with. Have you considered getting a pet that you have known for a while?
2201,4.32482385635376,36,I understand. Have you tried looking into any online resources like Amazon or Glassdoor?,4.364108562469482,36,I can understand that. I have had to deal with financial stress and anxiety myself. It is a tough time for everyone.
2202,4.521279335021973,28,I understand that. It sounds like you are feeling very depressed and unhappy about your relationship. Do you feel that this is a sign of depression?,4.451118469238281,28,I understand that. What is the point of this relationship then?
2203,4.74127721786499,19,I'm doing well. Is there anything specific that you'd like to talk about?,4.732657432556152,19,I'm doing well. What is your problem?
2204,4.586324691772461,22,I know its hard to open up but I think you can do it.,4.568944931030273,22,I think that is a good idea.
2205,4.504812240600586,31,I understand that. I have been in that situation myself and i know how hard it is to find a job after graduation,4.52757453918457,31,I understand how you are feeling. I have been in that situation myself and i know it is even more difficult to get a job after graduation
2206,4.691808223724365,26,I think that it is a very difficult situation to be in. I think that you should try to talk to someone about it and see if they can understand you.,4.842636585235596,26,I think that it is really important to be able to talk to people about this. I think that you are doing the right thing and that you have a lot of support and care for yourself.
2207,4.741978168487549,39,"I see. I have also been in a similar situation. I found that when I was applying for jobs, I was able to find a job that was more suited to me.",4.820774555206299,39,I think that it is important to take some time to process the situation. Have you tried any online resources?
2208,4.3065924644470215,6,"I can understand that. I have also struggled with finding a job, and I'm not sure what the right one is. Have you tried looking for a new job?",4.4135942459106445,6,"I can understand that. I've also struggled with finding a job, and I know how hard it can be to find one."
2209,4.484260082244873,3,I think that is a good idea. You can always do something else if you feel like it.,4.355352401733398,3,I see. I have been in a similar situation and I can tell that you are very upset about it.
2210,4.605606555938721,34,"I can tell that you are very concerned about her behavior. I have been in a similar situation myself. I had to deal with someone who was cheating and I was not the one who was the one. I am sure that you will find that it is NOT the one you are looking for. It is not the ONE you are seeking. It's the one YOU are seeking, not the other.",4.605347633361816,34,I'm sorry to hear that. It's not your business to ask for advice. I'm sure you can find a way to talk to her about this without being embarrassed.
2211,4.328187465667725,43,I think that is a good thing to do. I think that you are doing what you can.,4.344728946685791,43,I would suggest that you try to think of the friendship as a blessing rather than a curse.
2212,4.69749116897583,11,I understand that you guys are not going to be able to afford to spend money on a girl that is not your age. Have you tried talking to your parents about why they are not allowing you to date her?,4.762628078460693,11,I understand that you guys are not being honest with your parents. Do you think that they would be more receptive to your feelings if you were to talk to them?
2213,4.7311811447143555,17,I've been in a similar situation. I've been to a lot of virtual music events but it's been a bit overwhelming.,4.773967742919922,17,"I've been doing virtual music events too, but I've found that it's more fun to get outside and get a little fresh air."
2215,4.848752021789551,17,I am happy to hear that. I think that you have a lot of options and I think you will be able to find someone who will appreciate your friendship.,4.8322014808654785,17,I am happy to hear that. I think that you have a lot of options and you are going to be able to find someone who is interested in you.
2216,4.8325958251953125,39,I think you should try to talk to her and see if she can help you get some sort of closure.,4.828802108764648,39,I think you should try to talk to her about it. It might help to talk with her.
2217,4.371057987213135,5,"yes, you have to believe yourself",4.353148937225342,5,"you have to be confident,"
2218,4.4449334144592285,45,I understand how you feel. I have been in a similar situation and i can tell how much you are hurting.,4.334356784820557,45,I can understand how you feel. I have been in a similar situation myself and i know how hard it is to break up with someone
2219,4.498881816864014,19,"I play football, it is a great sport and i have a lot of friends that play it.",4.475472927093506,19,I am a football player and i enjoy playing the game.
2220,4.529670238494873,6,I understand. Do you have any friends or family that you can talk to about this?,4.498170852661133,6,I see. Do you have any friends or family that you can talk to about this?
2221,4.6497626304626465,18,I think that it is better to talk to someone who has been through this and understand how you are feeling.,4.62158727645874,18,I think that it is better to not feel like this at all. Do you have any friends or family that you can talk to about this?
2223,4.175718307495117,19,I'm sorry to hear that. Are you studying with friends or family?,4.275861740112305,19,I understand how you feel. Have you tried speaking to your professors about it?
2224,4.4865546226501465,36,I am sorry to hear that. What is going on?,4.632227897644043,36,I am sorry to hear that. I have been feeling down as well.
2225,4.185880184173584,2,I understand that. I have been in a similar situation and it is hard to pay off bills.,4.346376895904541,2,I understand that. I've also struggled with the same situation. Have you considered looking into other options?
2228,4.518426418304443,3,"Yes, that's a good idea. I believe that we can do it.",4.284162521362305,3,I think that is a good idea.
2229,4.560070991516113,8,I can understand that. I think we always want what we dont have.,4.611378192901611,8,I think we always want what we dont have. I am sure you can find a good product that will work for you.
2230,4.230529308319092,2,How are you today?,4.2449164390563965,2,How are you?
2231,4.4515557289123535,14,I am so sorry to hear that. What is the big issue on your mind right now?,4.42340612411499,14,I see. So you are feeling stressed and worried about the pandemic?
2232,4.319555759429932,9,I understand. I've been in that situation myself. I can relate to feeling like this.,4.3107171058654785,9,"I understand that. I've also been feeling like this for a long time. It's hard to find the""reason"" to go about my day."
2235,4.728015422821045,11,bye! I am glad i could help!,4.604538440704346,11,bye! bye
2236,4.764865875244141,26,I think that you have done your best to complete this HIT.,4.7342000007629395,26,I am very sorry to hear that. Have you tried to talk to them about it?
2237,4.8154072761535645,29,what is your name?,4.8116044998168945,29,oh good.. what is your name?
2238,4.6783294677734375,41,I see. So you are feeling depressed and discouraged?,4.655942440032959,41,I understand that. I have been looking for work for a while but I know it's hard to find work.
2239,4.483182430267334,37,I understand. I have also been feeling low and isolated. It is a very isolating time of year.,4.501702785491943,37,I understand that. I've been in a hotel for years and have found that it's a great place to be.
2240,4.284317970275879,3,I understand that. I have been in the same situation myself. It can be frustrating to not see straight. What is on your mind today?,4.217445373535156,3,I am sorry to hear that. I have been in a similar situation myself. What is on your mind today?
2243,4.446010589599609,28,I think that it is important to take things one at a time. Things are very raw for you right now.,4.442721843719482,28,I think that you should try to find a therapist who will be able to help you.
2244,4.554441928863525,12,I am sorry to hear that. How long have you been friends?,4.5375847816467285,12,I am sorry to hear that. Have you tried talking to your friend about this?
2247,4.615209579467773,22,You too!,4.60490083694458,22,You are welcome.
2248,4.7479987144470215,18,I see. You have a lot on your plate. Do you have a plan for the day?,4.776971817016602,18,I see. Have you tried a warm bath before bed? that's helped me before. Meditation to still my mind before sleeping helps too.
2249,4.305583477020264,3,I see. I understand that. Do you have any family members?,4.377553462982178,3,I see. So you feel that your company is not doing enough to help you?
2250,4.435624599456787,2,I see. I can understand how that would be a problem.,4.450918674468994,2,I understand that. I have been in a similar situation. What are your options?
2251,4.551070690155029,10,I understand. Have you tried reaching out to HR? I have been in that situation and it has been very difficult.,4.595672130584717,10,I understand. Is there a coworker or mentor that maybe you can talk to?
2252,4.65274715423584,10,"I have used Glassdoor before, I mainly used indeed. Glassdoor is a great tool to showcase your skills and make sure you are not getting stuck in a dead end situation.",4.558766841888428,10,"I have used the same tool before, I mainly used the one called Zoom."
2253,4.397755146026611,10,I understand. Have you tried talking to your friends or family about it?,4.412839412689209,10,I understand that. Have you tried talking to your friends or family about it?
2254,4.468387126922607,21,it will help you to get a good rest,4.44967794418335,21,you can do it!
2255,4.822975158691406,31,I understand that. I've had to quit my job because of the way it was treated. I think you should try to talk to him again.,4.84758996963501,31,That's a good idea. You can try to talk to him and see if he will give you more time.
2256,4.66376256942749,10,"I understand that, financially things are tough right now.",4.724790096282959,10,"I understand that, financially things are hard right now, but I think that you guys can do it!"
2257,4.300242900848389,26,I see. It sounds like you are having issues with your friend and that it is affecting your life.,4.29954195022583,26,"Oh wow, that is so horrible. I have had similar experiences with a friend before."
2258,4.638439655303955,20,You are welcome. Is there anything else I can help you with?,4.673463344573975,20,I am glad to help.
2259,4.760382652282715,27,"I see, so you are thinking that the definition of a relationship is not exact but rather a general one. Is that correct?",4.713083744049072,27,"I see, well it seems like you are not being exact about the type of person you are talking to. Do you think that might be a problem?"
2260,4.581177711486816,9,I know it is hard to travel when you are so far away from your family.,4.597290515899658,9,"I have been in that situation before, but I know how hard it is to travel."
2261,4.420515537261963,40,I think you both are very mature and have tried to talk to a marriage counselor.,4.427217483520508,40,I think you both are very mature and capable of handling this situation. Have you tried talking to a marriage counselor?
2262,4.487158298492432,6,I am sorry to hear that. Do you have any specific problems that are causing you to feel this way?,4.458225250244141,6,I am sorry to hear that. Have you tried talking to your doctor about it?
2263,4.8211517333984375,27,You should try to focus on yourself. You will be happy.,4.807931900024414,27,I can understand that. I have been in a similar situation and I know how hard it is to be happy
2264,4.552497386932373,18,I see. So you are stressed about your studies?,4.576821804046631,18,I understand. I have been in that situation myself. Have you tried talking to your friends about it?
2265,4.5602922439575195,17,You should try to talk to your friends and family and try to do things that you enjoy.,4.543352127075195,17,"I know that in the beginning it's so difficult to do anything, but with time you'll feel much better"
2266,4.473489284515381,7,I think that there are a lot of online sites that can help you find affordable counselling.,4.514674186706543,7,I think that it might be worth looking into a website that might have some free counselling services available.
2267,4.37300968170166,5,I can understand how that would make you feel. Have you tried to talk to her about the situation?,4.485053062438965,5,I understand how you feel. I have had similar situations where I have felt misunderstood.
2269,4.570740222930908,16,You're welcome!,4.5853590965271,16,"I understand that, especially given the current pandemic situation, it's important to be able to talk to him and not be distracted by the situation."
2271,4.707781791687012,19,"I understand how you feel. I have a son who also lost his job recently, and I understand the added stress that can cause in your household.",4.7088799476623535,19,"I understand how you feel. I have a daughter who also lost her job recently, and I understand the added stress that can cause in your household."
2272,4.702117443084717,14,"I have found that the more I think about it, the more anxious I become.",4.6785197257995605,14,I can tell that you're anxious because you're not sure what to do.
2273,4.530978679656982,26,You are very welcome. Is there anything else I can help you with?,4.629878044128418,26,You are very welcome. I am glad that you are feeling better. Is there anything else I can help you with?
2274,4.593887805938721,18,I understand that you are feeling lonely. Have you tried talking to your friends about this?,4.533177375793457,18,I understand how you feel. I have lost a cat about ten years ago and it was very hard to cope with. Have you tried talking to friends of your cat?
2275,4.640231132507324,28,"I am a college student, I have two kids. I am also in school.",4.633754253387451,28,I can understand that. How many kids do you have?
2276,4.62738561630249,14,I'm doing well. Is there anything you'd like to talk about?,4.5958027839660645,14,I'm doing well. Is there anything specific bothering you?
2277,4.5076680183410645,16,I think that's a good idea. I think it's important to be able to talk to your boss and ask why things are happening out of our control.,4.40364408493042,16,I think that would be a good idea. Maybe you could ask your boss or supervisor if there's anything going on?
2278,4.665534019470215,12,I'm sure you'll find someone who respects you and treats you well.,4.655452251434326,12,I'm sure you can find someone who respects you and treats you well.
2279,4.741237163543701,22,I understand that. I have been in a similar situation and it is really hard to find someone to talk to.,4.7737603187561035,22,I understand. I have been in that situation myself. I can relate to that.
2280,4.56488037109375,12,I have been through a similar situation and I know how difficult it can be to get through this.,4.5713887214660645,12,I have been through a similar situation and I know how difficult it can be to get through it.
2281,4.6648783683776855,17,I think that's a great idea! I hope you have a wonderful Christmas!,4.643092632293701,17,"I think that's a great idea! I think that it's really important to find something that you like and spend time doing that. It's hard to be sad when you are watching something funny or listening to something funny. And, at the end of the day, you will be able to be happy."
2282,4.562045574188232,14,I can understand how you feel. I have been in a similar situation myself.,4.503805637359619,14,I am not sure if you are feeling better or worse. Have you considered seeing a psychiatrist?
2284,4.60603666305542,9,I understand how you feel. I have lost a cat and it has been very difficult to deal with.,4.6008172035217285,9,I understand how you feel. I have lost a cat and it was very hard to deal with.
2285,4.456745624542236,23,I understand that. Covid has been a real stressor for many people. Have you tried looking into online forums or other options to find work?,4.464730739593506,23,I'm sorry to hear that. I've been in that situation myself. I have been in the same situation as you.
2287,4.502508163452148,6,I'm glad you are feeling better now.,4.450619220733643,6,I can tell that you are feeling a bit depressed about it.
2288,4.507218360900879,7,I think you can do it.,4.561389923095703,7,You are very welcome.
2289,4.618616104125977,10,I see. Do you have any hobbies that you enjoy?,4.676437854766846,10,I can understand that you are frustrated. Do you have any hobbies that you enjoy?
2290,4.79004430770874,34,I think you should call him and tell him how you feel. Tell him that you have been together for a long time and that you are not going to be able to stand by him anymore.,4.803521633148193,34,I think you should call him and tell him how you feel. Maybe you can talk to him about your feelings?
2291,4.426849365234375,9,I'm sorry to hear that. What is causing you to feel anxious?,4.375550270080566,9,I am sorry to hear that. Is there anything specific that you'd like to talk about?
2292,4.755390644073486,38,"I think it's important to remember that we are all human, and that we have to live with our mortality.",4.7090373039245605,38,"It's really hard to know when we are going through this, but I think we can all make it through this!"
2294,4.314500331878662,4,I am in the same place and I have had a lot of alcohol myself. I have been drinking for years but I had to stop because I was ashamed of my choices.,4.3828816413879395,4,I think it will be okay. I have had a problem with alcohol before and it is very common in my community. Do you have any friends or family that you can talk to?
2295,4.540648937225342,7,I think that there are a lot of places that are looking for audio work. I think that Fiverr may also be a good place to look for audio jobs.,4.586426258087158,7,I think that you are doing a great job.
2296,4.58256721496582,6,You are very welcome!,4.488180160522461,6,I'm sure you will find something that you like.
2297,4.9313578605651855,43,"I think that's a great idea! I know it can be hard to find support when we are feeling alone, but I think you can do it!",4.923224925994873,43,That's great! I hope you feel better soon!
2298,4.7310051918029785,27,I can understand that. I have been in a similar situation.,4.744345188140869,27,I can understand that. I have also struggled with decluttering my house before.
2299,4.757411479949951,31,"I can see that being frustrating, but I think it is important to remember that we are all human and we need to be able to control our own appearance.",4.674394607543945,31,I think it is a good idea to try to find the right product.
2300,4.269210338592529,18,I think that the library is within the campus.,4.4398016929626465,18,I can tell that you are very passionate about dog walking.
2301,4.228371620178223,21,I went through a similar situation when a pink-eye breakout hurt my school....,4.115180969238281,21,I took a few jobs that were in the same field.
2302,4.201476573944092,6,I have been trying to write down my goals and then I can start to see what I can achieve.,4.284280300140381,6,I think that is a good idea. Do you have any hobbies that you enjoy?
2303,4.140324115753174,12,I understand. It is hard when you are stuck and not being able to talk to people.,4.136877536773682,12,I understand. I have been in that situation too.
2304,4.4359965324401855,4,I would also suggest looking for a new job. I have found that finding a new one is a great way to get through this.,4.327765464782715,4,I would also try to find a job that pays less than what you're currently earning. There are many free online jobs out there.
2305,4.854951858520508,50,I think that's a great idea! I think that maybe you can start with one area at a time and then start to pick up the other.,4.840447902679443,50,I can tell you are really stressed about this!
2307,4.6293768882751465,47,i think it will be a good idea to make a card and give it to the hospitals as a christmas present.,4.558966159820557,47,"i think it is a good idea to make a card for the hospital, even though it is only for a few days"
2308,4.331048011779785,5,I'm glad to hear that. I think you are doing the right thing.,4.354830265045166,5,I'm glad that you're feeling better. I hope you can find some relief soon.
2309,4.093512058258057,2,How are you doing today?,4.157254219055176,2,How are you?
2311,4.206050872802734,2,"oh no, that's terrible. How long have you been together?",4.259748935699463,2,"oh no, that's not good. I'm sorry to hear that."
2312,4.904684066772461,36,"That's great! I think that if you're able to afford it, you can try to take the Uber home as well.",4.840396404266357,36,"I understand. I went to middle school together and I think that if you're comfortable with the idea of walking home late, you can consider taking an Uber."
2313,4.827548980712891,50,I think that would be a great way to get your mind off of him.,4.8304123878479,50,That is a good idea.
2315,4.271215438842773,10,I can understand how that would be upsetting.,4.194807052612305,10,That is a very unusual situation. I have been in that situation myself.
2316,4.355472564697266,6,I'm sorry to hear that. Do you think it's a reflection of your friendship?,4.369549751281738,6,I'm sorry to hear that. I know how hard it can be to make new friends.
2317,4.495136260986328,19,I can understand that. I have also struggled with unemployment and lost my job due to the pandemic. Are you looking for a new job?,4.661512851715088,19,I can understand that it is rough to get by. I have been in the same situation myself. I know that there are many different options available for job seekers. I am sure that you can find one that fits you.
2318,4.692283630371094,28,"I understand how difficult this can be, but I think you can get through it!",4.680579662322998,28,"I know it is tough, but I think you can do it!"
2319,4.564330577850342,10,I can understand how you feel. I have been in a similar situation and I know how difficult it is to deal with someone who is a 9 to a 5. I've had to deal through the same thing myself. I know it's hard but I know that you can do it.,4.563277721405029,10,I can understand how you feel. I've been in a similar situation myself and I've found that being honest with someone can help me deal with my feelings.
2320,4.507409572601318,21,I'm sorry to hear that. That's a heck of a situation to be in. Is there anything you can do? Maybe talking to the teacher about some form of extra credit? or is the final grade a lock?,4.462650775909424,21,I understand that. I've had to go through that myself. It's not easy to get through a semester.
2321,4.721610069274902,21,"I personally struggle with sleep too. I have found that taking melatonin 30 minutes before bed helps to help regulate sleep. I also find that if you are not able to do that, it can be a problem.",4.6857829093933105,21,I personally struggle with sleep too. I have tried to take melatonin 30 minutes before bed. I am sure you can do that.
2322,4.473111629486084,50,"just remember, this is a private matter and you can't control it.",4.446669101715088,50,you can do it again.
2324,4.6626877784729,21,I am a freelance writer. I also have a website called Patreon,4.652342319488525,21,There is also a website called Patreon
2325,4.586955547332764,10,"I can understand that. Sometimes we make the smallest mistakes, but we tend to learn from them.",4.518456935882568,10,I am sorry to hear that. I have had a similar situation happen to me before.
2326,4.629028797149658,17,"I'm doing well, thanks. Is there anything specific you'd like to talk about?",4.638164043426514,17,"I'm doing well, thanks. Is there anything you'd like to talk about?"
2327,4.542797565460205,18,That's a really hard situation to be in.,4.5971503257751465,18,I can understand how that can be hard.
2328,4.593777179718018,4,that is a great way to start and i think you should try to play football as well.,4.648004055023193,4,"I would also play football, it is a great sport to play and i think that you will enjoy it."
2329,4.767879962921143,12,I know it can be hard to get over a break up. Do you have any hobbies that you enjoy?,4.775691509246826,12,I think that would be a great way to start. You could try to take some time to yourself and do something you enjoy.
2331,4.642706394195557,22,What is the issue you are having?,4.60864782333374,22,I am so sorry to hear that. Have you tried looking for a job?
2332,4.591790676116943,21,i can tell you are a very dedicated person.,4.511161804199219,21,i understand. you are trying to sell repeat business but you are not alone
2333,4.637718677520752,10,I understand. I've been in a similar situation myself. I have found that being alone is a good way to get through a rough time.,4.612735271453857,10,I can understand that. I've been in a similar situation myself. I have found that it's easier to get out of a relationship when we're feeling alone.
2334,4.7976179122924805,34,"I think that's a good idea, you both have a lot of friends and it might be worth trying to talk to him, but it might not be possible to do that if he is not responsive.",4.801626682281494,34,"I think that's a good idea, it's not like you are the only one who is hurt, but you can try to talk to him about it and see if he is receptive."
2335,4.533230781555176,50,I can understand that. I've also struggled with finding a job. I have found that it's very difficult to find a job when we're not working.,4.7182841300964355,50,"I understand that. It's important to maintain a sense of consistency when we have few boundaries on our time, or a daily routine."
2336,4.664270877838135,28,I understand that. I have been in a warehouse before and i can tell you are really stressed about this,4.567569255828857,28,I understand that. I've been in a warehouse for over a year and I can tell you are really stressed about this
2338,4.254380226135254,2,I understand. I live in a small town and have no car. So I can understand your anxiety.,4.145764350891113,2,I understand. I live in a small town and it is very difficult to talk to people who are not close to you.
2339,4.626091003417969,25,I think that is a good idea. I have also struggled with the same thing.,4.668873310089111,25,I think that is a good idea. You can use the colour coordinate and zoom templates.
2340,4.790834903717041,19,"Hello, I am sorry to hear that. How long have you been together?",4.816072940826416,19,"Hello, I am sorry to hear that. What is going on?"
2341,4.2660346031188965,12,I understand. I have been in a similar situation and it is very hard to get out of it.,4.309077739715576,12,"That's a really tough situation to be in, I completely understand."
2342,4.436498641967773,10,You're doing the right thing by reaching out. Is there anything else I can help you with?,4.528369426727295,10,I'm glad I could help.
2343,4.60698938369751,4,I'm glad to hear that. I'm sure you will find a way to make it through this and hopefully things will get better for you.,4.651522159576416,4,I think that you are doing the right thing and you are not alone in feeling this way. I think that it is important to take care of yourself and take care that you have a healthy mind and body.
2344,4.575497627258301,18,I think you are doing the right thing. I am sure you will feel better.,4.642569065093994,18,I have found that I can do things that I enjoy. I like to write and read. I also like to listen to music. I love to listen and listen to podcasts.
2345,4.671620845794678,40,I understand. I have been in a similar situation. I know it can be difficult to get back with someone.,4.647707939147949,40,I understand. I have been in a similar situation. I was in a relationship for almost 2 years and it was one sided.
2346,4.726655006408691,11,I think that's a good idea. I think you should be able to talk to her and see what she thinks.,4.644099235534668,11,I understand that. I've been in a similar situation myself. I was bullied and treated badly.
2347,4.798450469970703,20,"Hello, how are you doing today?",4.798450469970703,20,"hello, how are you doing today?"
2348,4.411816120147705,2,I see. It sounds like you are feeling lonely and isolated. Do you feel that you have to do something to make yourself feel better?,4.221465110778809,2,I understand. I have been in a similar situation. It is hard to find people outside of usual social circles right now with the pandemic going on. Do you have any friends that you can talk to?
2349,4.715510845184326,15,I think it's best to stay indoors.,4.686233997344971,15,I'm glad to hear that. It's been a rough year for everyone.
2350,4.019012928009033,2,I can understand that. I was in a mental hospital for a year and a half. I had to leave because of my condition.,4.191713809967041,2,I understand. I have been in a similar situation.
2351,4.503545761108398,17,I'm doing well. Is there anything you'd like to talk about?,4.490760326385498,17,I'm doing well. Is there anything specific that you'd like to talk about?
2352,4.900671005249023,33,I am so sorry to hear that. What are you doing?,4.909994602203369,33,"I am in Pennsylvania, so I know how tough it can be."
2353,4.654212474822998,15,I'm glad to hear that. It's true that you're feeling stressed and depressed.,4.5833821296691895,15,"I can understand how you're feeling, but I think we all have to deal with the first wave of this pandemic."
2354,4.41257381439209,5,I think that is a good thing to do. I think you should be able to talk to your girlfriend about it and see if she is willing to talk about it with you.,4.43668794631958,5,I think that is a good thing to do. I think you should try to talk to her about it and let her know that you really do care about her.
2355,4.180790424346924,3,I think that is a really difficult situation to be in.,4.249405384063721,3,I think that is a very difficult situation to be in. I think that it is a really hard time for everyone.
2356,4.703103065490723,35,bye. bye,4.7139787673950195,35,bye. I hope you have a good day
2357,4.689065933227539,30,So she is not your friend and you are not sure why she is doing that,4.751502513885498,30,I can understand why that would be difficult
2358,4.614883899688721,12,"Oh no, I'm sorry to hear that. That must be hard to deal with.",4.611828327178955,12,I'm sorry to hear that. It sounds like you're having a hard time dealing with this.
2359,4.593835353851318,21,"I think you should ask him if he would be willing to have kids with you again. if he doesn't want them, then you should just tell him that you want to get back together and get married.",4.609812259674072,21,"I think you should ask him if he wants kids or not. He may not want them, but he may be willing to give them up if you ask him."
2360,4.542299747467041,5,I think you can do it!,4.461965084075928,5,"Yes, it's okay to talk. I used to do it more often when I felt I couldn't do anything right"
2361,4.66465425491333,19,I am sorry to hear that. Can you press quit and take the survey?,4.610931873321533,19,I can understand how you feel. I have been in that situation myself and it is very difficult to get through.
2362,4.157503604888916,2,I can understand how that would be difficult. I lost my cat a few years ago and it is still hard to feel like that.,4.313366413116455,2,I am so sorry to hear that. It must be very hard to go through that.
2363,4.826225757598877,22,"I understand, Covid has been really hard on everyone. Have you tried reaching out to your friends and family?",4.809875965118408,22,"I understand, Covid has been really hard on people right now. I know it can be hard to get through a time like this."
2365,4.68610954284668,13,do you think he is mad at you for buying the car?,4.7006025314331055,13,"yes, I would suggest asking him if he saw the post about the car and ask him if it is worth it"
2366,4.601595401763916,23,I think you are probably in need of a girlfriend though:),4.546267509460449,23,I can see that you are really stressed about it.
2367,4.871387958526611,37,I understand. Have you been able to get any work done?,4.8450117111206055,37,I understand. I have been in the same situation for 5 years.
2368,4.832269191741943,32,I think it would be good to try to find a new place to live.,4.804139137268066,32,I have been in that situation before. I was told that I was overweight and that they didn't listen to my needs.
2369,4.419642925262451,9,I am not sure what to say.,4.519458770751953,9,"I am not sure if you are getting paid for this, but I think you will get paid if you do not make an effort."
2370,4.449012756347656,20,I understand. I have also been in a similar situation.,4.424149036407471,20,I can understand how that can be stressful.
2371,4.1934356689453125,27,I can understand how that feels. I was in a similar situation when my girlfriend was texting someone else.,4.149082183837891,27,I understand. So you caught your girlfriend texting someone else?
2372,4.48948335647583,16,"I think it would be a good idea to talk to her about it, it is always good to talk about it with someone who cares about you.",4.392195224761963,16,"I think it would be best to talk to her about it first, but I think it might help to have a conversation with her about the situation first."
2373,4.749096870422363,21,"I understand, I have also struggled with finding work. Do you have a family member who can help you?",4.697323799133301,21,I understand. I have been in that situation too.
2374,4.544551372528076,11,I am sorry to hear that. Do you have any family members who can help you?,4.534969329833984,11,"I am sorry to hear that. I am not sure what the problem is, but I can tell you are feeling a bit down."
2375,4.565074443817139,2,"I think you have a little bit of time before your exam to prepare for it, but I think you will be able to do it in time.",4.476128101348877,2,"I think you have a little bit of time before your exam, do you have any other questions?"
2376,4.533675193786621,15,I see. So you feel that you are being forced to produce art for marks?,4.55513334274292,15,I understand. I have been in that position myself. I've been in a similar situation.
2378,4.731197834014893,21,"I think you should just talk to her. I think you have a legitimate reason for believing that she's cheating. I'm not suggesting that she does not have the right to be dishonest. I am suggesting that you talk to HER about this, but that you have to do so without any evidence.",4.79790735244751,21,"I think you're doing the right thing by asking her to talk to you. I think you should tell her that you're feeling the same way, but that you don't want to hurt her."
2379,4.78702974319458,21,I hope you have a good Thanksgiving.,4.794788837432861,21,You too. Have a good Thanksgiving.
2380,4.504596710205078,25,I understand how you feel. I have been in a similar situation and I can relate to how you are feeling.,4.440192699432373,25,I understand how you feel. I have been in a similar situation myself.
2381,4.4463396072387695,3,"I know it's hard to get out of the house, but I think you can do it.",4.368463039398193,3,"I have a garden too. It's a lot of plants, but I don't have a car."
